task,run_name,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity,model,rc_aug
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-true,2,0.0006,256,0.8045891523361206,0.6092120409011841,0.8035550117492676,0.8078302145004272,0.7993248105049133,0.8098534941673279,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,2,0.0006,256,0.8057049512863159,0.6114398837089539,0.804738461971283,0.808761477470398,0.8007553219795227,0.8106546401977539,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-true,3,0.0006,256,0.8009842038154602,0.6025969982147217,0.7963342666625977,0.8153855204582214,0.7781528830528259,0.8238155245780945,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,3,0.0006,256,0.8003833889961243,0.601434051990509,0.7955697774887085,0.8152284622192383,0.7768368124961853,0.8239299654960632,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,4,0.0006,256,0.8023861050605774,0.6050516366958618,0.79933762550354,0.8118619322776794,0.7871938943862915,0.8175783753395081,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,5,0.0006,256,0.8010700345039368,0.6031542420387268,0.7951324582099915,0.819595456123352,0.7720874547958374,0.8300526142120361,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,6,0.0006,256,0.8004692196846008,0.6011187434196472,0.7979956269264221,0.8080126643180847,0.7882238626480103,0.8127145767211914,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,7,0.0006,256,0.8045605421066284,0.6091217994689941,0.8044094443321228,0.8050318360328674,0.8037880659103394,0.8053330183029175,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,8,0.0006,256,0.8047608137130737,0.6095504760742188,0.8038065433502197,0.8077545166015625,0.7998970150947571,0.8096246123313904,HyenaDNA,True
human_ocr_ensembl,hyena_human_ocr_ensembl_lr-6e-4_bs-256_rc_aug-True,9,0.0006,256,0.8002689480781555,0.6021526455879211,0.807319700717926,0.779792070388794,0.8368619680404663,0.7636759281158447,HyenaDNA,True
