task,model,best_learning_rate,best_batch_size,best_rc_aug,mcc_mean,mcc_std,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,replicate_count
H2AFZ,CNN,0.001,64,False,0.4551517168680827,0.0025074309241271916,0.72344442208608,0.0069388800474491285,0.7383711934089661,0.013538775939912472,0.7003799080848694,0.0340707887786541,0.7864792545636495,0.0758104203900083,3
H2AFZ,Caduceus,0.0001,128,True,0.4316366272313254,0.0034640053201221476,0.7082857063838414,0.001193013142352029,0.7404457756451198,0.0026863640862571747,0.664815868650164,0.003341401136827342,0.835628228528159,0.01150842234035373,7
H2AFZ,HyenaDNA,0.0006,128,True,0.41329295818622297,0.007263217348445096,0.7021794869349554,0.0034870546391337254,0.7271616779840909,0.007159807660447505,0.6688971840418302,0.010233387053345705,0.797600663625277,0.029430262085410514,13
H2AFZ,Mamba-bpe,5e-05,128,True,0.4047017303796915,0.01280465394626862,0.6925641069045434,0.008901084219846119,0.7281879966075604,0.01342089124119851,0.6518515485983628,0.02140175793045189,0.8294202364408053,0.0590351379031374,13
H2AFZ,Mamba-char,0.0005,128,True,0.3919013977050781,0.01587308344854363,0.6883333285649618,0.010621928095620632,0.7203481793403625,0.012111812994553576,0.6525753339131674,0.021402389961819313,0.8080321272214254,0.05639663927236935,15
H3K27ac,CNN,0.001,64,False,0.40928588310877484,0.009276137729424677,0.7042079170544943,0.004331678152118511,0.7097408572832743,0.010962223583228925,0.6968725522359213,0.011790076620266288,0.7240099112192789,0.032954281890231,3
H3K27ac,Caduceus,0.001,128,False,0.4673660695552826,0.03233218539699217,0.7334983348846436,0.016152453950727164,0.7287553747495016,0.017248486304852845,0.7419427037239075,0.017237757604573845,0.7161716024080912,0.021340791972852054,3
H3K27ac,HyenaDNA,6e-05,256,True,0.42131732060359073,0.013341278857277197,0.7072067948488089,0.007757171772448069,0.7247675061225891,0.014622082616265556,0.6851043701171875,0.022520280082551674,0.7737052486493037,0.059476475081783726,13
H3K27ac,Mamba-bpe,5e-05,256,True,0.39178498834371567,0.015653656451557068,0.6936881194512049,0.005870563142251231,0.7076247235139211,0.018973597936949093,0.6771493703126907,0.015402490954187671,0.7445338219404221,0.05859753262039288,12
H3K27ac,Mamba-char,0.0001,256,True,0.41832839846611025,0.013018765371031554,0.7047442197799683,0.010814344028367987,0.726736851533254,0.010667775357748944,0.6784080227216085,0.025871324979395077,0.7870461980501811,0.0555011348975343,15
H3K27me3,CNN,0.001,64,False,0.508823037147522,0.001040824302907069,0.7461110949516296,0.0008388689033436736,0.7732382416725159,0.0013109879347457515,0.6960041324297587,0.0038469155617387916,0.8698370258013407,0.009240564534088733,3
H3K27me3,Caduceus,0.001,128,False,0.5506238341331482,0.007247140086665914,0.7628888885180155,0.004741448648567429,0.7922913233439127,0.003014077536211537,0.7024517258008321,0.007935289168802012,0.9086849689483643,0.013062370911509478,3
H3K27me3,HyenaDNA,6e-05,256,True,0.5423269042601953,0.01331778280363752,0.7641538473275992,0.007839383959972234,0.7867094599283658,0.005132591137101246,0.7156007977632376,0.011497960116283618,0.8738214281889108,0.011299252786232537,13
H3K27me3,Mamba-bpe,5e-05,128,True,0.5299425950417151,0.009575323014495266,0.7519230750890878,0.0067716015020931695,0.7837784106914814,0.0036463062178192815,0.6924217343330383,0.01097011027690259,0.9033953318229089,0.01582457256867562,13
H3K27me3,Mamba-char,0.0005,128,True,0.5352479775746664,0.010132495731373202,0.7572888930638632,0.008077866812771723,0.7849247773488363,0.0037409429027258174,0.70272456407547,0.014991708735009664,0.8898414810498555,0.021947277098622386,15
H3K36me3,CNN,0.001,64,False,0.5398496786753336,0.009108533914917382,0.7622222304344177,0.007676312167916779,0.7878137429555258,0.002915761307061433,0.7142505447069804,0.018726810377395472,0.8793714046478271,0.028655197477521006,3
H3K36me3,Caduceus,0.001,256,False,0.5306359132130941,0.017897111975707612,0.7595555583635966,0.007581658570825725,0.7824589610099792,0.010340595584471342,0.7168053785959879,0.010460261383984685,0.8621071378389994,0.03250486805188043,3
H3K36me3,HyenaDNA,0.0006,256,True,0.5037895211806664,0.007948183297807299,0.7460256402309124,0.005946453215332468,0.7706658198283269,0.005795759120838674,0.7054319473413321,0.01525220045350851,0.8505976108404306,0.030670542963966544,13
H3K36me3,Mamba-bpe,5e-05,128,True,0.4888601234325996,0.009642851874788838,0.7384359011283288,0.005801315346621843,0.7640786858705374,0.00620919110771915,0.6988562849851755,0.01659807552920241,0.8444682909892156,0.03473665856403439,13
H3K36me3,Mamba-char,0.0003,128,True,0.4872321426868439,0.011647972469766905,0.7379999955495199,0.00884433534721205,0.7633222103118896,0.004283965825107931,0.6992593129475911,0.017535812256053378,0.8417441407839458,0.028747757137810942,15
H3K4me1,CNN,0.001,64,False,0.4057705005009969,0.009722881831771233,0.6898888945579529,0.011403396828689606,0.7361184557278951,0.005141009784428477,0.6431592702865601,0.01966434555616188,0.8626799583435059,0.04422642711517714,3
H3K4me1,Caduceus,0.001,128,True,0.42921038378368725,0.00824739290880101,0.7058484933593057,0.010147088573854107,0.740650702606548,0.005633022068809821,0.6655635725368153,0.021707390315606208,0.8381757736206055,0.04777161417443186,11
H3K4me1,HyenaDNA,0.0006,128,True,0.4027059592983939,0.0074151140667881536,0.6952121257781982,0.004134602562118085,0.726498999378898,0.011341075537535862,0.6614210117946971,0.01632973584313774,0.8088190826502714,0.05025302400441608,11
H3K4me1,Mamba-bpe,5e-05,128,True,0.4059024086365333,0.009460342052989864,0.6927692294120789,0.00533573761706002,0.7345696916946998,0.006624279383707398,0.6485649530704205,0.010376634502874335,0.8480449823232797,0.03088257914755902,13
H3K4me1,Mamba-char,0.0001,128,True,0.4048595110575358,0.011060357123497101,0.6918888886769613,0.00540673973588866,0.733277682463328,0.010204863854044212,0.6486543615659078,0.013753697565177463,0.8458028793334961,0.04566140108029424,15
H3K4me2,CNN,0.001,64,False,0.487087607383728,0.015921718706738797,0.742594321568807,0.007036640316622387,0.7510944604873657,0.012335525891746338,0.7270928025245667,0.011855757870630299,0.7776738405227661,0.03580886789063077,3
H3K4me2,Caduceus,0.001,128,True,0.48483530964170185,0.019552969799149274,0.7363356947898865,0.012133009440539457,0.7588451334408352,0.012363929623634282,0.7010615723473685,0.028808420614304074,0.8314847009522575,0.056735678555568096,7
H3K4me2,HyenaDNA,0.0006,128,True,0.4765191880556253,0.014612897712013868,0.7315967449775109,0.009079286441545353,0.7577695067112262,0.009243495327244205,0.6913189154404861,0.018497507475079392,0.8406130763200613,0.04048569771751967,13
H3K4me2,Mamba-bpe,5e-05,256,True,0.4705841268102328,0.015387641338037139,0.7291082044442495,0.011062742203348241,0.753906195362409,0.007732218501880384,0.6924531857172648,0.025448866144771987,0.8307608316342036,0.04603285209498807,12
H3K4me2,Mamba-char,0.0001,256,True,0.45755617221196493,0.014503112449159526,0.7248518864313761,0.008423659086081737,0.7471381545066833,0.006852369728176617,0.6916578650474549,0.014110161244195084,0.8132210810979207,0.024362027093795313,15
H3K4me3,CNN,0.001,64,False,0.5812231500943502,0.01654688811241002,0.7886597911516825,0.007838635247826145,0.7779744466145834,0.010924248234094349,0.8205345074335734,0.030432470613734247,0.7414089441299438,0.03911528545922682,3
H3K4me3,Caduceus,0.0001,128,False,0.6272523999214172,0.00544028457576842,0.8135738770167033,0.0026825439279352147,0.8121212919553121,0.002449936773661496,0.8185390830039978,0.0055845652233413685,0.8058419227600098,0.005365121261212869,3
H3K4me3,HyenaDNA,0.0002,256,False,0.6350192228953043,0.021733083298589785,0.8165807525316874,0.012247937513740348,0.812277595202128,0.019999196243936652,0.8309098283449808,0.018904850954198638,0.796391765276591,0.05148191778045737,3
H3K4me3,Mamba-bpe,5e-05,256,True,0.6012485806758587,0.01583102194169771,0.8003568603442266,0.007951868429447761,0.8005375403624314,0.00932449210910364,0.8000158254916852,0.014525278573130204,0.8017446444584773,0.02372584979147493,13
H3K4me3,Mamba-char,0.0005,256,True,0.6121588349342346,0.007412307050707509,0.8054123776299613,0.003793713625747482,0.8022397245679583,0.008874345986697523,0.8158044474465507,0.01818933990394563,0.7905007260186332,0.03392266452690626,7
H3K9ac,CNN,0.001,64,False,0.503395160039266,0.01596989101224626,0.7506640156110128,0.008587344888121297,0.7521186669667562,0.0185981917307321,0.7482590079307556,0.024385417554259506,0.7589641412099203,0.05817962351896283,3
H3K9ac,Caduceus,0.0001,256,False,0.5121895869572958,0.003919709159812361,0.7553120652834574,0.0023002175505860587,0.7633440295855204,0.004357990831554978,0.7392943302790324,0.01147035970844714,0.7895086208979288,0.02185189466677887,3
H3K9ac,HyenaDNA,6e-05,256,True,0.507566104332606,0.011798714426498942,0.7536520560582479,0.006003714401024638,0.7537042697270712,0.009782627419900509,0.7534876465797424,0.008048945038099782,0.7543160716692606,0.023765665422454993,3
H3K9ac,Mamba-bpe,5e-05,128,True,0.4770221572655898,0.02119948611545213,0.736745325418619,0.010313977070404882,0.7459336473391607,0.01653212091759102,0.7213910772250249,0.021105004411834074,0.7752068684651301,0.050511830784163665,13
H3K9ac,Mamba-char,0.0005,256,True,0.5026157668658665,0.01422524153172511,0.7500000085149493,0.007672115395615458,0.7572952934673854,0.00995721299597994,0.736882107598441,0.02302292684484006,0.7811610783849444,0.04099309897414718,7
H3K9me3,CNN,0.001,64,False,0.3443547189235687,0.030110632160365847,0.6658823490142822,0.02061341410580935,0.7015066742897034,0.005072884197609626,0.6368814905484518,0.03585152973246768,0.7858823537826538,0.06049391761834349,3
H3K9me3,Caduceus,0.001,256,False,0.39502962430318195,0.02149021887771243,0.6968627373377482,0.010544590717447663,0.6952572067578634,0.012158813927130844,0.7003920873006185,0.028408134579144824,0.6925490299860636,0.0434710902659496,3
H3K9me3,HyenaDNA,0.0006,256,True,0.36999001182042635,0.030820188977729666,0.6806334899022028,0.016446875160712044,0.695009708404541,0.028311300332524564,0.6687977405694815,0.03824347372607658,0.7348416310090286,0.09334677395050965,13
H3K9me3,Mamba-bpe,5e-05,128,True,0.3036220967769623,0.019591313533417594,0.6462745070457458,0.0059214407883000615,0.6296963294347128,0.06127003919903478,0.6664842367172241,0.05528024401434863,0.6188235382239023,0.15987885194046714,3
H3K9me3,Mamba-char,0.0003,128,True,0.33754416306813556,0.01457261671283949,0.6669803897539774,0.007643388606262153,0.6639663537343343,0.025516523175252506,0.6722414334615071,0.028802058028482968,0.6630588213602702,0.07399189554122704,15
H4K20me1,CNN,0.001,64,False,0.5604201555252075,0.01149843093165132,0.7762114405632019,0.0027511012219234125,0.7924843827883402,0.00852118871739331,0.7388158440589905,0.011085949510097889,0.8555066188176473,0.034899219205883035,3
H4K20me1,Caduceus,0.001,128,False,0.5893415013949076,0.0058650144845049336,0.7879588802655538,0.0024262342029569544,0.808278481165568,0.0027856060379184487,0.7375832398732504,0.0014418527234556033,0.8939794500668844,0.006373722395818566,3
H4K20me1,HyenaDNA,6e-05,256,True,0.5743466707376333,0.013681776062751137,0.7815316823812631,0.008624048085427072,0.8005118461755606,0.005737107051224739,0.737212754212893,0.016507178332090137,0.8766519885796767,0.022788576273318765,13
H4K20me1,Mamba-bpe,5e-05,256,True,0.5453440447648367,0.009036627542533702,0.7669603526592255,0.006590543070706353,0.7878843198219935,0.003545259612812626,0.7235312014818192,0.014462791098457195,0.8656387676795324,0.021524112385512724,12
H4K20me1,Mamba-char,0.0005,256,True,0.5603654225667317,0.011045382768872368,0.7747430245081584,0.009210054683784386,0.7936174551645915,0.003964040045245045,0.7334812601407369,0.020673621996449634,0.8661380330721538,0.02941327457471038,15
demo_coding_vs_intergenomic_seqs,CNN,0.001,64,False,0.7842668294906616,0.005109005613973196,0.89192001024882,0.0024341188927374724,0.8929415345191956,0.0039933790342502,0.8845100402832031,0.010246476061558644,0.9018400112787882,0.01820892983477955,3
demo_coding_vs_intergenomic_seqs,Caduceus,0.0001,128,False,0.8292657335599264,0.0030755202105780923,0.9145200053850809,0.0016458351837474565,0.9135866562525431,0.0021586373059364946,0.9236163298288981,0.0033361188582627364,0.9038133223851522,0.007333121358443566,3
demo_coding_vs_intergenomic_seqs,HyenaDNA,0.0006,256,False,0.8279582063357035,0.005638606327885508,0.9139066735903422,0.0028580363589370173,0.9140157500902811,0.0034515674770750717,0.9128053585688273,0.008337185829697658,0.9153866767883301,0.012981076369425233,3
demo_coding_vs_intergenomic_seqs,Mamba-bpe,1e-05,256,True,0.7925266944445096,0.0021802840936988037,0.8962184511698209,0.0011070186845393982,0.8960190736330472,0.001385858639227251,0.8977833344386175,0.0060819620580249995,0.8943569247539227,0.007709840546089741,13
demo_coding_vs_intergenomic_seqs,Mamba-char,0.001,256,True,0.8108468254407247,0.004700541909074767,0.9053199887275696,0.0023963458212663117,0.9049655397733053,0.0024320622547262943,0.9085144599278768,0.011586200820641815,0.9016533096631368,0.01272737612322704,3
demo_human_or_worm,CNN,0.001,64,False,0.8838319778442383,0.0026915305154419124,0.9418266614278158,0.0012938696909790182,0.9423870046933492,0.0014416242649552661,0.9333603183428446,0.0011662334759837203,0.9515999952952067,0.004139185484078858,3
demo_human_or_worm,Caduceus,0.0005,128,False,0.943856418132782,0.0012477132190360045,0.9718799988428751,0.0006039977684611835,0.9719499548276266,0.0006122042894803517,0.9695972402890524,0.00772414314216702,0.9744000236193339,0.008118716874993437,3
demo_human_or_worm,HyenaDNA,0.0006,128,True,0.9340349833170573,0.002925404948966897,0.9670133392016093,0.0014644440044680794,0.9670400619506836,0.001451077586595109,0.9662753343582153,0.002897795228528833,0.9678133328755697,0.0025378129412267528,3
demo_human_or_worm,Mamba-bpe,5e-05,256,True,0.9240749875704447,0.0014288405011250527,0.9619999925295512,0.0007233207571543103,0.9617588917414347,0.0007607093043617871,0.967890202999115,0.0008271409659650387,0.9557066559791565,0.0017894398221937873,3
demo_human_or_worm,Mamba-char,0.001,128,True,0.930260167672084,0.008557957949070846,0.9650707749220041,0.0043094114271418965,0.9651340658848102,0.004290055158154647,0.9635222875154935,0.008901198021895672,0.9668676853179932,0.008842193746043952,13
drosophila_enhancers_stark,Mamba-bpe,0.0001,256,True,0.4580887059370677,0.005083022293275791,0.7138728300730387,0.002084149136936322,0.7572224537531534,0.002396166627326394,0.6576181650161743,0.00358046071736843,0.8924855391184489,0.01102820251897758,3
dummy_mouse_enhancers_ensembl,CNN,0.001,64,False,0.4257347583770752,0.025053277828532193,0.7107438047726949,0.010932870807392808,0.6960023641586304,0.014863696008017261,0.7362942894299825,0.04157762211151529,0.6639118393262228,0.055027516652690296,3
dummy_mouse_enhancers_ensembl,Caduceus,0.002,128,True,0.5826332032680511,0.037655702663513556,0.7880165219306946,0.02098461861594159,0.7751453876495361,0.03303040097274229,0.824312400817871,0.036366880902454504,0.7371900796890258,0.07307289362884326,10
dummy_mouse_enhancers_ensembl,HyenaDNA,0.0006,128,True,0.5917619466781616,0.048944132024401336,0.7937062887045053,0.026322318423020047,0.7905613367374127,0.037053687101234585,0.8015528000318087,0.036439854622422906,0.7863954168099624,0.07933067000041516,13
dummy_mouse_enhancers_ensembl,Mamba-bpe,5e-05,256,True,0.555425579731281,0.03248103974787459,0.7749523199521579,0.018603869679075978,0.7604231788561895,0.030923184211765688,0.8107272845048171,0.019867484515664325,0.7196439917270954,0.06414606257074515,13
dummy_mouse_enhancers_ensembl,Mamba-char,0.001,128,True,0.5702339640030494,0.039338656499040794,0.7848061048067533,0.01992214810966565,0.7843549985152024,0.022111295080214116,0.7857567759660574,0.0206637054599256,0.7838525038499099,0.03552215851852006,13
emp_H3,Mamba-bpe,0.0002,128,True,0.7373093366622925,0.007394220543918867,0.8684034744898478,0.0037192977583006045,0.8680059313774109,0.005141202068819723,0.8783015807469686,0.011636323532433584,0.8582781354586283,0.018778053864133084,3
emp_H3K14ac,Caduceus,0.001,128,False,0.5424107909202576,0.0034707160630586885,0.7759959697723389,0.003263480445305013,0.8054788510004679,0.008932741667391398,0.8026577035586039,0.016624884834237727,0.8094233473141988,0.035034492552195935,3
emp_H3K14ac,HyenaDNA,0.0006,256,True,0.49094974994659424,0.020756791530495197,0.75196672976017,0.009027856381556834,0.7867558300495148,0.004386067970266723,0.7767289131879807,0.01617623633506267,0.7973364889621735,0.008118195789867604,4
emp_H3K14ac,Mamba-bpe,0.0002,128,True,0.48496077458063763,0.017741918794382104,0.7470499277114868,0.009864975167995156,0.7774342099825541,0.012251713791517845,0.7846939563751221,0.008460113001126477,0.7707454363505045,0.02728550953795785,3
emp_H3K14ac,Mamba-char,0.0002,128,True,0.4395781060059865,0.0065587712149872196,0.7224407394727071,0.0012228450548203704,0.7507060170173645,0.004769617463681327,0.7745281060536703,0.01207363252105269,0.7287271618843079,0.019517144834203314,3
emp_H3K36me3,Caduceus,0.002,128,False,0.5596668521563212,0.005904292647697337,0.7831613222757975,0.003396296526878686,0.8077085415522257,0.005597358839120644,0.7976779341697693,0.006414136269551642,0.8182286222775778,0.017530435818278282,3
emp_H3K36me3,HyenaDNA,0.0006,256,True,0.4894318679968516,0.018325400934077366,0.7481842637062073,0.008360225561273452,0.7748868465423584,0.006116642699114442,0.771699051062266,0.014919382215268473,0.7784071365992228,0.01429190903351633,3
emp_H3K36me3,Mamba-bpe,0.0002,128,True,0.5046238799889883,0.012508879909707732,0.7545871535936991,0.0062022086254068225,0.7767963608105978,0.006164734364710512,0.7868523399035136,0.007353820572425101,0.7670786182085673,0.010999988706780392,3
emp_H3K36me3,Mamba-char,0.0001,128,True,0.48541759451230365,0.007380617476368987,0.7463685075441996,0.005163193737915667,0.7762018839518229,0.01269839276625799,0.7630672057469686,0.0179100033364275,0.7914521098136902,0.04366015017679967,3
emp_H3K4me1,Caduceus,0.001,128,False,0.4684956868489583,0.0024372766138831357,0.7375841935475668,0.0011950588289873724,0.7656838099161783,0.001780199640458712,0.7488293449083964,0.0031541243131908902,0.7833525737126669,0.006326206826565421,3
emp_H3K4me1,HyenaDNA,0.0006,256,True,0.4360241691271464,0.0008522415103516151,0.7220117847124735,0.00036446551686450607,0.7587605118751526,0.004278460033966558,0.7226851582527161,0.007036083335875264,0.7989234924316406,0.018312714600502857,3
emp_H3K4me1,Mamba-bpe,0.0002,128,True,0.39760822057724,0.014299845295896712,0.7022306521733602,0.006860237550811377,0.7320986787478129,0.007534154026568369,0.7213757236798605,0.011588338468488635,0.7435601552327474,0.02065149303596502,3
emp_H3K4me1,Mamba-char,0.0002,128,True,0.3928995728492737,0.004002527574655811,0.6999158263206482,0.0038573811021416406,0.7329231103261312,0.015180600831326217,0.7147416273752848,0.015624257365641164,0.7539407809575399,0.04766894344694969,3
emp_H3K4me2,Caduceus,0.001,128,False,0.3872157732645671,0.019582748982935595,0.7055501341819763,0.010222907266156957,0.7558465997378031,0.011703411007083081,0.7336790362993876,0.007923004728659575,0.7797585924466451,0.02527511598099128,3
emp_H3K4me2,HyenaDNA,0.0006,256,True,0.30693979064623517,0.023200649057800674,0.6693819959958395,0.012318836904329543,0.7316796978314718,0.014577403178656696,0.6961479187011719,0.005297950956768218,0.7714020212491354,0.029638381029512075,3
emp_H3K4me2,Mamba-bpe,0.0002,128,True,0.3298137187957763,0.017584742058386473,0.6762246092160543,0.00786299609891863,0.7276686827341715,0.014367749708272409,0.7165548404057821,0.018213621242090312,0.7409470876057943,0.04572320504937143,3
emp_H3K4me2,Mamba-char,0.0001,256,True,0.3014051020145416,0.005329603755421999,0.6684044599533081,0.00328002868888022,0.7355151573816935,0.005532693579765285,0.689311663309733,0.0020675690017553402,0.7884865403175354,0.014837495061513233,3
emp_H3K4me3,Caduceus,0.001,256,False,0.4340491195519765,0.02288533852699219,0.7180253664652506,0.010532590369489139,0.7356717785199484,0.0033381496788833925,0.7313998142878214,0.022451049859371155,0.7407217423121134,0.017716871872883944,3
emp_H3K4me3,HyenaDNA,0.0006,256,True,0.35244492689768475,0.019569341180007974,0.6765398581822714,0.007615176735765929,0.6925736864407858,0.007970007177680498,0.6986034512519836,0.026132904364003062,0.6887292663256327,0.040537936111771505,3
emp_H3K4me3,Mamba-bpe,0.0002,128,True,0.3998544712861379,0.006786119718406491,0.7014492750167847,0.003125996744753696,0.7230139176050822,0.0017374948328876278,0.7108719746271769,0.008327548839679755,0.7357619206110636,0.011552947778793184,3
emp_H3K4me3,Mamba-char,0.0002,256,True,0.3236417472362518,0.010608391113994671,0.6629528800646464,0.00574092606936973,0.6823595563570658,0.011667383219845187,0.6811697085698446,0.007681519268114324,0.684111495812734,0.02782187879283881,3
emp_H3K79me3,Caduceus,0.002,256,False,0.6677345434824625,0.00873527745326687,0.834257980187734,0.004690612953082631,0.8439173102378845,0.0077691521728216984,0.8408584197362264,0.01063470780517214,0.8475316762924194,0.026083667129476646,3
emp_H3K79me3,HyenaDNA,0.0006,256,True,0.6195428570111593,0.018200519485283645,0.810217281182607,0.008509880868546153,0.8251304626464844,0.011892754702478314,0.8046478430430094,0.006891537727623015,0.8473132451375326,0.03262750703816831,3
emp_H3K79me3,Mamba-bpe,0.0001,128,True,0.6180868744850159,0.0047777484785683794,0.8092926343282064,0.002402285789942093,0.8178219199180603,0.003249465018673968,0.8269185026486715,0.00833510747825625,0.8090869386990865,0.012370112551941119,3
emp_H3K79me3,Mamba-char,0.0002,256,True,0.6014506618181864,0.016318670534788058,0.8014331857363383,0.008222455431457843,0.8173904418945312,0.006780054497668365,0.7963578502337137,0.014578772158851425,0.8398864269256592,0.015867835321273116,3
