task,model,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,5,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,6,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,7,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,8,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,9,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,10,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,1,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,2,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,3,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,4,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,5,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,6,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,7,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,8,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,9,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,10,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,1,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,2,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,3,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,4,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,5,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,6,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,7,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,8,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-128_rc_aug-true,9,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,10,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,1,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,2,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,3,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,4,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,5,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,6,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,7,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,8,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-2e-4_batch_size-256_rc_aug-true,9,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,hyena_char_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,1,1e-5,128,0.7016641497612,0.3924202620983124,0.7372068166732788,0.7451508641242981,0.7294303774833679,0.6643009185791016
emp_H3K14ac,hyena_char_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,2,1e-5,128,N/A,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,hyena_char_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,1,1e-5,256,0.7022693157196045,0.39353147149086,0.7378795742988586,0.7454251646995544,0.7304852604866028,0.6643009185791016
emp_H3K14ac,hyena_char_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,2,1e-5,256,N/A,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-4_batch_size-128_rc_aug-true,1,6e-4,128,0.7204235792160034,0.4288586974143982,0.7558139562606812,0.757415235042572,0.7542194128036499,0.6749467849731445
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-4_batch_size-128_rc_aug-true,2,6e-4,128,N/A,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-4_batch_size-256_rc_aug-true,1,6e-4,256,0.7594553828239441,0.5081883668899536,0.7904033660888672,0.7901950478553772,0.7906118035316467,0.7175301909446716
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-4_batch_size-256_rc_aug-true,2,6e-4,256,N/A,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-5_batch_size-128_rc_aug-true,1,6e-5,128,0.711346447467804,0.4224298894405365,0.7354409098625183,0.7754386067390442,0.699367105960846,0.7274662852287292
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-5_batch_size-128_rc_aug-true,2,6e-5,128,N/A,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-5_batch_size-256_rc_aug-true,1,6e-5,256,0.7204235792160034,0.4284369945526123,0.7563291192054749,0.7563291192054749,0.7563291192054749,0.6721078753471375
emp_H3K14ac,hyena_char_4k_d256_4L_lr-6e-5_batch_size-256_rc_aug-true,2,6e-5,256,N/A,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,10,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,1,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,2,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,3,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,4,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,5,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,6,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,7,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,8,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-128_rc_aug-true,9,1e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,10,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,1,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,2,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,3,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,4,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,5,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,6,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,7,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,8,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-1e-5_batch_size-256_rc_aug-true,9,1e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,10,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,1,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,2,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,3,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,4,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,5,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,6,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,7,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,8,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-128_rc_aug-true,9,2e-5,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,10,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,1,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,2,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,3,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,4,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,5,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,6,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,7,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,8,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_lr-2e-5_batch_size-256_rc_aug-true,9,2e-5,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-1e-4_batch_size-128_rc_aug-true,1,1e-4,128,0.7276853322982788,0.4414706528186798,0.7650130391120911,0.7574974298477173,0.772679328918457,0.6671398282051086
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-1e-4_batch_size-128_rc_aug-true,2,1e-4,128,0.7301058769226074,0.4474475085735321,0.7657563090324402,0.7625523209571838,0.7689873576164246,0.6777856349945068
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-1e-4_batch_size-128_rc_aug-true,3,1e-4,128,0.7319213151931763,0.4499039947986603,0.7690302133560181,0.7603092789649963,0.777953565120697,0.6699787378311157
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-1e-4_batch_size-256_rc_aug-true,1,1e-4,256,0.7207261919975281,0.43288856744766235,0.752214789390564,0.7659923434257507,0.7389240264892578,0.6962384581565857
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-1e-4_batch_size-256_rc_aug-true,2,1e-4,256,0.7040846943855286,0.4013916850090027,0.7349593639373779,0.7558528184890747,0.7151898741722107,0.6891412138938904
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-1e-4_batch_size-256_rc_aug-true,3,1e-4,256,0.714674711227417,0.41631555557250977,0.7517767548561096,0.7503941059112549,0.753164529800415,0.6628814935684204
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-2e-4_batch_size-128_rc_aug-true,1,2e-4,128,0.7564296722412109,0.4998307526111603,0.7907460331916809,0.779600203037262,0.8022152185440063,0.6948190331459045
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-2e-4_batch_size-128_rc_aug-true,2,2e-4,128,0.7479576468467712,0.4897298216819763,0.774925708770752,0.7944598197937012,0.7563291192054749,0.7366926670074463
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-2e-4_batch_size-128_rc_aug-true,3,2e-4,128,0.7367624640464783,0.46532174944877625,0.7666308879852295,0.7800218462944031,0.7536919713020325,0.713981568813324
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-2e-4_batch_size-256_rc_aug-true,1,2e-4,256,0.7455370426177979,0.47743678092956543,0.7813881039619446,0.7703741788864136,0.7927215099334717,0.6820440292358398
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-2e-4_batch_size-256_rc_aug-true,2,2e-4,256,0.7346444725990295,0.4731792211532593,0.7538591027259827,0.80563884973526,0.7083333134651184,0.7700496912002563
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-2e-4_batch_size-256_rc_aug-true,3,2e-4,256,0.7382753491401672,0.4678700566291809,0.7685309052467346,0.7800108790397644,0.7573839426040649,0.712562084197998
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-5e-5_batch_size-128_rc_aug-true,1,5e-5,128,0.7183055877685547,0.4194449484348297,0.7610982656478882,0.741129457950592,0.7821729779243469,0.6323633790016174
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-5e-5_batch_size-128_rc_aug-true,2,5e-5,128,0.7071104645729065,0.41671591997146606,0.729003369808197,0.776849627494812,0.6867088675498962,0.7345635294914246
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-5e-5_batch_size-128_rc_aug-true,3,5e-5,128,0.7177004814147949,0.4232417941093445,0.7535006403923035,0.7548967599868774,0.752109706401825,0.6713981628417969
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-5e-5_batch_size-256_rc_aug-true,1,5e-5,256,0.7077155709266663,0.40058964490890503,0.7476488947868347,0.7406832575798035,0.7547468543052673,0.6444286704063416
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-5e-5_batch_size-256_rc_aug-true,2,5e-5,256,0.7046898603439331,0.40220558643341064,0.7359307408332825,0.7555555701255798,0.7172995805740356,0.6877217888832092
emp_H3K14ac,mamba_bpe_4k_d256_4L_new1_lr-5e-5_batch_size-256_rc_aug-true,3,5e-5,256,0.6986384391784668,0.3837875723838806,0.7374802231788635,0.7370916604995728,0.7378692030906677,0.6458480954170227
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,10,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,1,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,2,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,3,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,4,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,5,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,6,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,7,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,8,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-128_rc_aug-true,9,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,10,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,1,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,2,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,3,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,4,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,5,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,6,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,7,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,8,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-1e-4_batch_size-256_rc_aug-true,9,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,10,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,1,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,2,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,3,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,4,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,5,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,6,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,7,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,8,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-128_rc_aug-true,9,2e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,10,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,1,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,2,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,3,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,4,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,5,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,6,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,7,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,8,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_char_4k_d256_8L_lr-2e-4_batch_size-256_rc_aug-true,9,2e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,10,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,1,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,2,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,3,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,4,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,5,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,6,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,7,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,8,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-128_rc_aug-true,9,1e-4,128,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,10,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,1,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,2,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,3,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,4,1e-4,256,,N/A,N/A,N/A,N/A,N/A
emp_H3K14ac,mamba_hg38tokenizer_bpe_4k_d256_4L_lr-1e-4_batch_size-256_rc_aug-true,5,1e-4,256,,N/A,N/A,N/A,N/A,N/A
