task,model,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity
emp_H3K4me3,mamba_uni_char_lr-2e-4_batch_size-128_rc_aug-true,3,2e-4,128,0.6524456739425659,0.30120378732681274,0.7042774558067322,0.6409932374954224,0.7814263701438904,0.5072212815284729
emp_H3K4me3,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,1,2e-4,256,0.6592391133308411,0.31502002477645874,0.682692289352417,0.6734897494316101,0.692149817943573,0.6221836805343628
emp_H3K4me3,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,2,2e-4,256,0.6695652008056641,0.33548834919929504,0.6938570141792297,0.6811665892601013,0.7070292234420776,0.6273829936981201
emp_H3K4me3,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,3,2e-4,256,0.6600543260574341,0.3204168677330017,0.6705293655395508,0.6888527870178223,0.6531554460525513,0.6678220629692078
emp_H3K4me3,mamba_uni_char_lr-5e-5_batch_size-128_rc_aug-true,1,5e-5,128,0.6404891014099121,0.2772868871688843,0.6653174757957458,0.6561876535415649,0.6747049689292908,0.6019641757011414
emp_H3K4me3,mamba_uni_char_lr-5e-5_batch_size-128_rc_aug-true,2,5e-5,128,0.646195650100708,0.2877829670906067,0.6757968068122864,0.6565070152282715,0.6962544918060303,0.5898324847221375
emp_H3K4me3,mamba_uni_char_lr-5e-5_batch_size-128_rc_aug-true,3,5e-5,128,0.637771725654602,0.2720961272716522,0.6615892648696899,0.6547738909721375,0.6685479879379272,0.6031196117401123
emp_H3K4me3,mamba_uni_char_lr-5e-5_batch_size-256_rc_aug-true,1,5e-5,256,0.6391304135322571,0.2728157639503479,0.6743501424789429,0.6458431482315063,0.705489993095398,0.5644136071205139
emp_H3K4me3,mamba_uni_char_lr-5e-5_batch_size-256_rc_aug-true,2,5e-5,256,0.6307065486907959,0.2570488154888153,0.6587998867034912,0.6450344324111938,0.6731657385826111,0.5829000473022461
emp_H3K4me3,mamba_uni_char_lr-5e-5_batch_size-256_rc_aug-true,3,5e-5,256,0.626630425453186,0.2480773627758026,0.6877272725105286,0.6172990798950195,0.77629554271698,0.45811671018600464
emp_H3K79me3,caduceus_ps_lr-1e-3_batch_size-128_rc_aug-false,1,1e-3,128,0.8245492577552795,0.6480974555015564,0.8335526585578918,0.8368560075759888,0.8302752375602722,0.8181148767471313
emp_H3K79me3,caduceus_ps_lr-1e-3_batch_size-128_rc_aug-false,2,1e-3,128,0.8346047401428223,0.6678717732429504,0.8447771072387695,0.8390433192253113,0.8505897521972656,0.8166421055793762
emp_H3K79me3,caduceus_ps_lr-1e-3_batch_size-128_rc_aug-false,3,1e-3,128,0.8176144361495972,0.6338056921958923,0.832163393497467,0.8109452724456787,0.854521632194519,0.7761414051055908
emp_H3K79me3,caduceus_ps_lr-1e-3_batch_size-256_rc_aug-false,1,1e-3,256,0.8110263347625732,0.6228349208831787,0.8168067336082458,0.8385093212127686,0.7961992025375366,0.8276877999305725
emp_H3K79me3,caduceus_ps_lr-1e-3_batch_size-256_rc_aug-false,2,1e-3,256,0.8058252334594727,0.6109916567802429,0.8244513869285583,0.7902644276618958,0.8617300391197205,0.7430044412612915
emp_H3K79me3,caduceus_ps_lr-1e-3_batch_size-256_rc_aug-false,3,1e-3,256,0.8196948766708374,0.6382230520248413,0.8293963074684143,0.8304861783981323,0.8283092975616455,0.8100147247314453
emp_H3K79me3,caduceus_ps_lr-1e-4_batch_size-128_rc_aug-false,1,1e-4,128,0.8023578524589539,0.6029346585273743,0.8169556856155396,0.8010075688362122,0.8335517644882202,0.7673048377037048
emp_H3K79me3,caduceus_ps_lr-1e-4_batch_size-128_rc_aug-false,2,1e-4,128,0.7971567511558533,0.5925582051277161,0.8102497458457947,0.8021836876869202,0.8184796571731567,0.7731958627700806
emp_H3K79me3,caduceus_ps_lr-1e-4_batch_size-128_rc_aug-false,3,1e-4,128,0.799583911895752,0.5973820686340332,0.8130660057067871,0.8026819825172424,0.8237221240997314,0.7724595069885254
emp_H3K79me3,caduceus_ps_lr-1e-4_batch_size-256_rc_aug-false,1,1e-4,256,0.8006241321563721,0.5995820760726929,0.8168206214904785,0.7947922945022583,0.840104877948761,0.7562592029571533
emp_H3K79me3,caduceus_ps_lr-1e-4_batch_size-256_rc_aug-false,2,1e-4,256,0.7947295308113098,0.5882039070129395,0.8055190443992615,0.8076416254043579,0.803407609462738,0.784977912902832
emp_H3K79me3,caduceus_ps_lr-1e-4_batch_size-256_rc_aug-false,3,1e-4,256,0.7975034713745117,0.5939280986785889,0.8076416254043579,0.8119205236434937,0.803407609462738,0.7908689379692078
emp_H3K79me3,caduceus_ps_lr-1e-5_batch_size-128_rc_aug-false,1,1e-5,128,0.779819667339325,0.5576322078704834,0.7946977019309998,0.784301221370697,0.8053735494613647,0.7511045932769775
emp_H3K79me3,caduceus_ps_lr-1e-5_batch_size-128_rc_aug-false,2,1e-5,128,0.779819667339325,0.5578743815422058,0.7930921912193298,0.7887232899665833,0.7975098490715027,0.7599411010742188
emp_H3K79me3,caduceus_ps_lr-1e-5_batch_size-128_rc_aug-false,3,1e-5,128,0.7773925065994263,0.5526889562606812,0.7931700944900513,0.7801014184951782,0.806684136390686,0.7444771528244019
emp_H3K79me3,caduceus_ps_lr-1e-5_batch_size-256_rc_aug-false,1,1e-5,256,0.7690707445144653,0.536247968673706,0.7903022766113281,0.760606050491333,0.8224115371704102,0.7091310620307922
emp_H3K79me3,caduceus_ps_lr-1e-5_batch_size-256_rc_aug-false,2,1e-5,256,0.7683772444725037,0.5345122814178467,0.785347044467926,0.7704917788505554,0.8007863759994507,0.7319587469100952
emp_H3K79me3,caduceus_ps_lr-1e-5_batch_size-256_rc_aug-false,3,1e-5,256,0.7669903039932251,0.5317642092704773,0.7865311503410339,0.76325523853302,0.8112713098526001,0.7172312140464783
emp_H3K79me3,caduceus_ps_lr-2e-3_batch_size-128_rc_aug-false,1,2e-3,128,0.8349514603614807,0.6691523194313049,0.842904269695282,0.8490691781044006,0.8368282914161682,0.8328424096107483
emp_H3K79me3,caduceus_ps_lr-2e-3_batch_size-128_rc_aug-false,2,2e-3,128,0.8321775197982788,0.6629612445831299,0.8443729877471924,0.8289141654968262,0.8604193925857544,0.8004418015480042
emp_H3K79me3,caduceus_ps_lr-2e-3_batch_size-128_rc_aug-false,3,2e-3,128,0.8359916806221008,0.6707595586776733,0.8454753160476685,0.8429967164993286,0.8479685187339783,0.822533130645752
emp_H3K79me3,caduceus_ps_lr-2e-3_batch_size-256_rc_aug-false,1,2e-3,256,0.8297503590583801,0.6597099900245667,0.8359505534172058,0.8527607321739197,0.8197903037071228,0.8409425616264343
emp_H3K79me3,caduceus_ps_lr-2e-3_batch_size-256_rc_aug-false,2,2e-3,256,0.8391123414039612,0.6770392656326294,0.8514724969863892,0.8322903513908386,0.8715596199035645,0.8026509284973145
emp_H3K79me3,caduceus_ps_lr-2e-3_batch_size-256_rc_aug-false,3,2e-3,256,0.8339112401008606,0.6664543747901917,0.8443288803100586,0.8375241756439209,0.851245105266571,0.8144329786300659
emp_H3K79me3,caduceus_ps_lr-5e-4_batch_size-128_rc_aug-false,1,5e-4,128,0.808945894241333,0.6189834475517273,0.8142905235290527,0.838306725025177,0.7916120290756226,0.8284241557121277
emp_H3K79me3,caduceus_ps_lr-5e-4_batch_size-128_rc_aug-false,2,5e-4,128,0.8009708523750305,0.6004661321640015,0.8124182820320129,0.8102998733520508,0.8145478367805481,0.7857142686843872
emp_H3K79me3,caduceus_ps_lr-5e-4_batch_size-128_rc_aug-false,3,5e-4,128,0.8120665550231934,0.6234961152076721,0.8205298185348511,0.8293172717094421,0.8119266033172607,0.8122238516807556
emp_H3K79me3,caduceus_ps_lr-5e-4_batch_size-256_rc_aug-false,1,5e-4,256,0.7999306321144104,0.5980454087257385,0.8140509128570557,0.8008877635002136,0.8276540040969849,0.76877760887146
emp_H3K79me3,caduceus_ps_lr-5e-4_batch_size-256_rc_aug-false,2,5e-4,256,0.8023578524589539,0.6038392782211304,0.8117569088935852,0.8182423710823059,0.8053735494613647,0.7989690899848938
emp_H3K79me3,caduceus_ps_lr-5e-4_batch_size-256_rc_aug-false,3,5e-4,256,0.8065187335014343,0.6123977303504944,0.8250783681869507,0.7908653616905212,0.8623853325843811,0.7437407970428467
emp_H3K79me3,hyena_lr-6e-3_batch_size-128_rc_aug-true,1,6e-3,128,0.696601927280426,0.4029068648815155,0.6882793307304382,0.7540983557701111,0.6330274939537048,0.7680412530899048
emp_H3K79me3,hyena_lr-6e-3_batch_size-128_rc_aug-true,2,6e-3,128,0.6595007181167603,0.31582826375961304,0.6817887425422668,0.6743589639663696,0.6893839836120605,0.6259204745292664
emp_H3K79me3,hyena_lr-6e-3_batch_size-128_rc_aug-true,3,6e-3,128,0.5585991740226746,0.21054041385650635,0.3644533157348633,0.7651991844177246,0.23918741941452026,0.9175257682800293
emp_H3K79me3,hyena_lr-6e-3_batch_size-256_rc_aug-true,1,6e-3,256,0.6137309074401855,0.2503434717655182,0.5728527903556824,0.6903881430625916,0.4895150661468506,0.7533137202262878
emp_H3K79me3,hyena_lr-6e-3_batch_size-256_rc_aug-true,2,6e-3,256,0.47087377309799194,0.0,0.0,0.0,0.0,1.0
emp_H3K79me3,hyena_lr-6e-3_batch_size-256_rc_aug-true,3,6e-3,256,0.47087377309799194,0.0,0.0,0.0,0.0,1.0
emp_H3K79me3,hyena_lr-6e-4_batch_size-128_rc_aug-true,1,6e-4,128,0.8144937753677368,0.6279085278511047,0.8240710496902466,0.827062726020813,0.8211008906364441,0.8070692420005798
emp_H3K79me3,hyena_lr-6e-4_batch_size-128_rc_aug-true,2,6e-4,128,0.8023578524589539,0.6090533137321472,0.8035837411880493,0.8473837375640869,0.7640891075134277,0.8453608155250549
emp_H3K79me3,hyena_lr-6e-4_batch_size-128_rc_aug-true,3,6e-4,128,0.8030512928962708,0.60457843542099,0.8195679783821106,0.7953144311904907,0.8453472852706909,0.7555228471755981
emp_H3K79me3,hyena_lr-6e-4_batch_size-256_rc_aug-true,1,6e-4,256,0.8020110726356506,0.6023998260498047,0.8141880631446838,0.808661937713623,0.8197903037071228,0.7820324301719666
emp_H3K79me3,hyena_lr-6e-4_batch_size-256_rc_aug-true,2,6e-4,256,0.8190013766288757,0.6386427283287048,0.8377874493598938,0.7966902852058411,0.8833552002906799,0.7466862797737122
emp_H3K79me3,hyena_lr-6e-4_batch_size-256_rc_aug-true,3,6e-4,256,0.8096393942832947,0.6175860166549683,0.8234158754348755,0.8085913062095642,0.8387942314147949,0.776877760887146
emp_H3K79me3,hyena_lr-6e-5_batch_size-128_rc_aug-true,1,6e-5,128,0.7978501915931702,0.5944945216178894,0.8163779377937317,0.785930871963501,0.8492791652679443,0.7400588989257812
emp_H3K79me3,hyena_lr-6e-5_batch_size-128_rc_aug-true,2,6e-5,128,0.7923023700714111,0.5848361849784851,0.8147231936454773,0.7715290188789368,0.8630406260490417,0.7128129601478577
emp_H3K79me3,hyena_lr-6e-5_batch_size-128_rc_aug-true,3,6e-5,128,0.799583911895752,0.5974291563034058,0.8125810623168945,0.8042361736297607,0.8211008906364441,0.7754049897193909
emp_H3K79me3,hyena_lr-6e-5_batch_size-256_rc_aug-true,1,6e-5,256,0.7933425903320312,0.5852448344230652,0.8048461079597473,0.8043193817138672,0.8053735494613647,0.7798232436180115
emp_H3K79me3,hyena_lr-6e-5_batch_size-256_rc_aug-true,2,6e-5,256,0.7964632511138916,0.591149628162384,0.8097244501113892,0.801154613494873,0.8184796571731567,0.7717231512069702
emp_H3K79me3,hyena_lr-6e-5_batch_size-256_rc_aug-true,3,6e-5,256,0.7981969714164734,0.5947279930114746,0.8106701374053955,0.8049095869064331,0.8165137767791748,0.7776141166687012
emp_H3K79me3,mamba_uni_char_lr-1e-4_batch_size-128_rc_aug-true,1,1e-4,128,0.7895284295082092,0.5787194967269897,0.8114321231842041,0.7714117169380188,0.8558322191238403,0.715022087097168
emp_H3K79me3,mamba_uni_char_lr-1e-4_batch_size-128_rc_aug-true,2,1e-4,128,0.7891817092895508,0.5797141790390015,0.813725471496582,0.7640966773033142,0.8702490329742432,0.6980854272842407
emp_H3K79me3,mamba_uni_char_lr-1e-4_batch_size-128_rc_aug-true,3,1e-4,128,0.799583911895752,0.5974438786506653,0.8124594688415527,0.8046272397041321,0.8204455971717834,0.7761414051055908
emp_H3K79me3,mamba_uni_char_lr-1e-4_batch_size-256_rc_aug-true,1,1e-4,256,0.7947295308113098,0.5877751708030701,0.8119440674781799,0.7879161238670349,0.8374836444854736,0.7466862797737122
emp_H3K79me3,mamba_uni_char_lr-1e-4_batch_size-256_rc_aug-true,2,1e-4,256,0.7961165308952332,0.5904456377029419,0.8094620704650879,0.8006410002708435,0.8184796571731567,0.7709867358207703
emp_H3K79me3,mamba_uni_char_lr-1e-4_batch_size-256_rc_aug-true,3,1e-4,256,0.7936893105506897,0.5856642127037048,0.8109310269355774,0.7871684432029724,0.8361729979515076,0.745949923992157
emp_H3K79me3,mamba_uni_char_lr-2e-4_batch_size-128_rc_aug-true,1,2e-4,128,0.8009708523750305,0.600246787071228,0.8136363625526428,0.8063063025474548,0.8211008906364441,0.7783505320549011
emp_H3K79me3,mamba_uni_char_lr-2e-4_batch_size-128_rc_aug-true,2,2e-4,128,0.7978501915931702,0.594085693359375,0.8100358247756958,0.805573582649231,0.8145478367805481,0.7790868878364563
emp_H3K79me3,mamba_uni_char_lr-2e-4_batch_size-128_rc_aug-true,3,2e-4,128,0.7780860066413879,0.5547093749046326,0.7992472052574158,0.7665463089942932,0.8348624110221863,0.7142857313156128
emp_H3K79me3,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,1,2e-4,256,0.7926490902900696,0.5841020941734314,0.8120678663253784,0.7801932096481323,0.846657931804657,0.7319587469100952
emp_H3K79me3,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,2,2e-4,256,0.8027045726776123,0.603755533695221,0.8150796294212341,0.8085106611251831,0.8217562437057495,0.7812960147857666
emp_H3K79me3,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,3,2e-4,256,0.808945894241333,0.616494357585907,0.8250238299369812,0.8003696799278259,0.851245105266571,0.7614138722419739
emp_H3K79me3,mamba_uni_char_lr-5e-5_batch_size-128_rc_aug-true,1,5e-5,128,0.7909153699874878,0.5803858041763306,0.8098391890525818,0.7805471420288086,0.8414154648780823,0.7341678738594055
emp_H3K79me3,mamba_uni_char_lr-5e-5_batch_size-128_rc_aug-true,2,5e-5,128,0.7898751497268677,0.5778093338012695,0.8058936595916748,0.7882205247879028,0.8243774771690369,0.7511045932769775
emp_H3K79me3,mamba_uni_char_lr-5e-5_batch_size-128_rc_aug-true,3,5e-5,128,0.7954230308532715,0.589026153087616,0.8090614676475525,0.7992327213287354,0.8191350102424622,0.76877760887146
emp_H3K79me3,mamba_uni_char_lr-5e-5_batch_size-256_rc_aug-true,1,5e-5,256,0.7909153699874878,0.579902708530426,0.806792676448822,0.7893416881561279,0.8250327706336975,0.7525773048400879
emp_H3K79me3,mamba_uni_char_lr-5e-5_batch_size-256_rc_aug-true,2,5e-5,256,0.7895284295082092,0.5772103071212769,0.8067494630813599,0.784520149230957,0.8302752375602722,0.7437407970428467
emp_H3K79me3,mamba_uni_char_lr-5e-5_batch_size-256_rc_aug-true,3,5e-5,256,0.7891817092895508,0.5764076113700867,0.8051282167434692,0.7879548072814941,0.8230668306350708,0.7511045932769775
emp_H3K9ac,caduceus_ps_lr-1e-3_batch_size-128_rc_aug-false,1,1e-3,128,0.7891327738761902,0.573108434677124,0.8101101517677307,0.8059316277503967,0.8143322467803955,0.7580385804176331
emp_H3K9ac,caduceus_ps_lr-1e-3_batch_size-128_rc_aug-false,2,1e-3,128,0.7981288433074951,0.592282772064209,0.8163666129112244,0.82039475440979,0.8123778700828552,0.7805466055870056
emp_H3K9ac,caduceus_ps_lr-1e-3_batch_size-128_rc_aug-false,3,1e-3,128,0.787693440914154,0.5706145167350769,0.8079426884651184,0.8074170351028442,0.8084690570831299,0.762057900428772
emp_H3K9ac,caduceus_ps_lr-1e-3_batch_size-256_rc_aug-false,1,1e-3,256,0.765023410320282,0.5319070816040039,0.777815580368042,0.8141025900840759,0.7446253895759583,0.7901929020881653
emp_H3K9ac,caduceus_ps_lr-1e-3_batch_size-256_rc_aug-false,2,1e-3,256,0.7772579789161682,0.5489195585250854,0.7997412085533142,0.7943444848060608,0.8052117228507996,0.7427652478218079
emp_H3K9ac,caduceus_ps_lr-1e-3_batch_size-256_rc_aug-false,3,1e-3,256,0.7693414688110352,0.5448742508888245,0.7778162956237793,0.8311111330986023,0.7309446334838867,0.8167202472686768
emp_H3K9ac,caduceus_ps_lr-1e-4_batch_size-128_rc_aug-false,1,1e-4,128,0.7761784791946411,0.5474636554718018,0.7972620725631714,0.7977821230888367,0.7967426776885986,0.7508038878440857
emp_H3K9ac,caduceus_ps_lr-1e-4_batch_size-128_rc_aug-false,2,1e-4,128,0.7761784791946411,0.5489095449447632,0.7948548793792725,0.8049432039260864,0.7850162982940674,0.7652733325958252
emp_H3K9ac,caduceus_ps_lr-1e-4_batch_size-128_rc_aug-false,3,1e-4,128,0.787693440914154,0.5707453489303589,0.807692289352417,0.8082191944122314,0.8071660995483398,0.7636656165122986
emp_H3K9ac,caduceus_ps_lr-1e-4_batch_size-256_rc_aug-false,1,1e-4,256,0.7740194201469421,0.5458322763442993,0.7910844683647156,0.8082937002182007,0.7745928168296814,0.7733119130134583
emp_H3K9ac,caduceus_ps_lr-1e-4_batch_size-256_rc_aug-false,2,1e-4,256,0.762864351272583,0.5240814089775085,0.7798196077346802,0.8004115223884583,0.7602605819702148,0.7660771608352661
emp_H3K9ac,caduceus_ps_lr-1e-4_batch_size-256_rc_aug-false,3,1e-4,256,0.7722201943397522,0.541252076625824,0.7907438278198242,0.8026845455169678,0.7791531085968018,0.7636656165122986
emp_H3K9ac,caduceus_ps_lr-1e-5_batch_size-128_rc_aug-false,1,1e-5,128,0.743792712688446,0.4823961853981018,0.7671681046485901,0.770190417766571,0.7641693949699402,0.7186495065689087
emp_H3K9ac,caduceus_ps_lr-1e-5_batch_size-128_rc_aug-false,2,1e-5,128,0.7416336536407471,0.4790344834327698,0.7635046243667603,0.7721518874168396,0.7550488710403442,0.7250803709030151
emp_H3K9ac,caduceus_ps_lr-1e-5_batch_size-128_rc_aug-false,3,1e-5,128,0.7445124387741089,0.4853333532810211,0.765366792678833,0.7766599655151367,0.7543973922729492,0.7323151230812073
emp_H3K9ac,caduceus_ps_lr-1e-5_batch_size-256_rc_aug-false,1,1e-5,256,0.7193235158920288,0.4294854402542114,0.753008246421814,0.7325939536094666,0.7745928168296814,0.651125431060791
emp_H3K9ac,caduceus_ps_lr-1e-5_batch_size-256_rc_aug-false,2,1e-5,256,0.7175242900848389,0.42540255188941956,0.7529115676879883,0.728380024433136,0.7791531085968018,0.6414790749549866
emp_H3K9ac,caduceus_ps_lr-1e-5_batch_size-256_rc_aug-false,3,1e-5,256,0.7178841233253479,0.4259054660797119,0.7542319893836975,0.7268882393836975,0.7837133407592773,0.6366559267044067
emp_H3K9ac,caduceus_ps_lr-2e-3_batch_size-128_rc_aug-false,1,2e-3,128,0.7898524403572083,0.5738380551338196,0.8127004504203796,0.8003790378570557,0.8254071474075317,0.7459806799888611
emp_H3K9ac,caduceus_ps_lr-2e-3_batch_size-128_rc_aug-false,2,2e-3,128,0.7945303916931152,0.5830245614051819,0.8216182589530945,0.7893157005310059,0.8566775321960449,0.7178456783294678
emp_H3K9ac,caduceus_ps_lr-2e-3_batch_size-128_rc_aug-false,3,2e-3,128,0.7887729406356812,0.5775383710861206,0.8024234175682068,0.8300835490226746,0.7765472531318665,0.8038585186004639
emp_H3K9ac,caduceus_ps_lr-2e-3_batch_size-256_rc_aug-false,1,2e-3,256,0.7927312254905701,0.5814162492752075,0.8113948702812195,0.8156682252883911,0.8071660995483398,0.7749196290969849
emp_H3K9ac,caduceus_ps_lr-2e-3_batch_size-256_rc_aug-false,2,2e-3,256,0.8002879023551941,0.5984044075012207,0.8157982230186462,0.8315290808677673,0.800651490688324,0.799839198589325
emp_H3K9ac,caduceus_ps_lr-2e-3_batch_size-256_rc_aug-false,3,2e-3,256,0.7862540483474731,0.5683333873748779,0.8055009841918945,0.8097432255744934,0.8013029098510742,0.7676848769187927
emp_H3K9ac,caduceus_ps_lr-5e-4_batch_size-128_rc_aug-false,1,5e-4,128,0.7815760970115662,0.5607982873916626,0.7984058260917664,0.8143631219863892,0.7830618619918823,0.7797427773475647
emp_H3K9ac,caduceus_ps_lr-5e-4_batch_size-128_rc_aug-false,2,5e-4,128,0.782655656337738,0.5585993528366089,0.8101822733879089,0.7826350927352905,0.8397394418716431,0.7122186422348022
emp_H3K9ac,caduceus_ps_lr-5e-4_batch_size-128_rc_aug-false,3,5e-4,128,0.7804965972900391,0.5629547834396362,0.7925170063972473,0.8291814923286438,0.7589576840400696,0.8070739507675171
emp_H3K9ac,caduceus_ps_lr-5e-4_batch_size-256_rc_aug-false,1,5e-4,256,0.7682619690895081,0.5304388999938965,0.792258083820343,0.784664511680603,0.800000011920929,0.729099690914154
emp_H3K9ac,caduceus_ps_lr-5e-4_batch_size-256_rc_aug-false,2,5e-4,256,0.7596257925033569,0.5156158208847046,0.7795379757881165,0.7899665832519531,0.7693811058998108,0.7475883960723877
emp_H3K9ac,caduceus_ps_lr-5e-4_batch_size-256_rc_aug-false,3,5e-4,256,0.7797768712043762,0.5531255006790161,0.8045976758003235,0.7889793515205383,0.8208469152450562,0.729099690914154
emp_H3K9ac,hyena_lr-6e-3_batch_size-128_rc_aug-true,1,6e-3,128,0.4476430416107178,0.0,0.0,0.0,0.0,1.0
emp_H3K9ac,hyena_lr-6e-3_batch_size-128_rc_aug-true,2,6e-3,128,0.4505217671394348,0.04837074130773544,0.010369409807026386,1.0,0.005211726296693087,1.0
emp_H3K9ac,hyena_lr-6e-3_batch_size-128_rc_aug-true,3,6e-3,128,0.5602734684944153,0.06328831613063812,0.7101517915725708,0.558373749256134,0.9752442836761475,0.04823151230812073
emp_H3K9ac,hyena_lr-6e-3_batch_size-256_rc_aug-true,1,6e-3,256,0.4476430416107178,0.0,0.0,0.0,0.0,1.0
emp_H3K9ac,hyena_lr-6e-3_batch_size-256_rc_aug-true,2,6e-3,256,0.4476430416107178,0.0,0.0,0.0,0.0,1.0
emp_H3K9ac,hyena_lr-6e-3_batch_size-256_rc_aug-true,3,6e-3,256,0.6009355783462524,0.17371173202991486,0.6993765234947205,0.5988857746124268,0.8403908610343933,0.3054662346839905
emp_H3K9ac,hyena_lr-6e-4_batch_size-128_rc_aug-true,1,6e-4,128,0.763224184513092,0.5199055075645447,0.7885603904724121,0.7780596017837524,0.7993485331535339,0.7186495065689087
emp_H3K9ac,hyena_lr-6e-4_batch_size-128_rc_aug-true,2,6e-4,128,0.7758186459541321,0.5473740100860596,0.7958046793937683,0.8007915616035461,0.790879487991333,0.7572347521781921
emp_H3K9ac,hyena_lr-6e-4_batch_size-128_rc_aug-true,3,6e-4,128,0.767182469367981,0.5289582014083862,0.7897302508354187,0.7879377603530884,0.791530966758728,0.7371382713317871
emp_H3K9ac,hyena_lr-6e-4_batch_size-256_rc_aug-true,1,6e-4,256,0.7693414688110352,0.5313973426818848,0.7979829907417297,0.7728937864303589,0.8247557282447815,0.700964629650116
emp_H3K9ac,hyena_lr-6e-4_batch_size-256_rc_aug-true,2,6e-4,256,0.7840949892997742,0.561729371547699,0.8092816472053528,0.7901924252510071,0.8293159604072571,0.7282958030700684
emp_H3K9ac,hyena_lr-6e-4_batch_size-256_rc_aug-true,3,6e-4,256,0.7682619690895081,0.5371074080467224,0.7822853326797485,0.8130709528923035,0.7537459135055542,0.7861736416816711
emp_H3K9ac,hyena_lr-6e-5_batch_size-128_rc_aug-true,1,6e-5,128,0.7635840177536011,0.5203777551651001,0.789625346660614,0.7764483690261841,0.8032573461532593,0.7146302461624146
emp_H3K9ac,hyena_lr-6e-5_batch_size-128_rc_aug-true,2,6e-5,128,0.7711406946182251,0.5353400707244873,0.7978385090827942,0.7790192365646362,0.8175895810127258,0.7138263583183289
emp_H3K9ac,hyena_lr-6e-5_batch_size-128_rc_aug-true,3,6e-5,128,0.7693414688110352,0.5316818356513977,0.802343487739563,0.7617096304893494,0.847557008266449,0.6728295683860779
emp_H3K9ac,hyena_lr-6e-5_batch_size-256_rc_aug-true,1,6e-5,256,0.7621446847915649,0.5216445922851562,0.7804716229438782,0.7960704565048218,0.7654722929000854,0.7580385804176331
emp_H3K9ac,hyena_lr-6e-5_batch_size-256_rc_aug-true,2,6e-5,256,0.7689816355705261,0.533366322517395,0.7899214625358582,0.7935568690299988,0.7863191962242126,0.7475883960723877
emp_H3K9ac,hyena_lr-6e-5_batch_size-256_rc_aug-true,3,6e-5,256,0.7614249587059021,0.5151568651199341,0.7915749549865723,0.7648845911026001,0.8201954364776611,0.688906729221344
emp_H3K9ac,mamba_uni_char_lr-1e-4_batch_size-128_rc_aug-true,1,1e-4,128,0.7513493895530701,0.4950047731399536,0.7804257869720459,0.7617865800857544,0.800000011920929,0.6913183331489563
emp_H3K9ac,mamba_uni_char_lr-1e-4_batch_size-128_rc_aug-true,2,1e-4,128,0.7524289488792419,0.5052570104598999,0.767410397529602,0.7976107001304626,0.7394136786460876,0.7684887647628784
emp_H3K9ac,mamba_uni_char_lr-1e-4_batch_size-128_rc_aug-true,3,1e-4,128,0.7614249587059021,0.5205144286155701,0.7793677449226379,0.7965986132621765,0.7628664374351501,0.7596462965011597
emp_H3K9ac,mamba_uni_char_lr-1e-4_batch_size-256_rc_aug-true,1,1e-4,256,0.7524289488792419,0.5028968453407288,0.7703604698181152,0.7898699641227722,0.7517915368080139,0.7532154321670532
emp_H3K9ac,mamba_uni_char_lr-1e-4_batch_size-256_rc_aug-true,2,1e-4,256,0.7524289488792419,0.4995230734348297,0.7756034135818481,0.7766165733337402,0.7745928168296814,0.7250803709030151
emp_H3K9ac,mamba_uni_char_lr-1e-4_batch_size-256_rc_aug-true,3,1e-4,256,0.7495502233505249,0.49768683314323425,0.7669122815132141,0.7891109585762024,0.7459283471107483,0.7540193200111389
emp_H3K9ac,mamba_uni_char_lr-2e-4_batch_size-128_rc_aug-true,1,2e-4,128,0.7571069002151489,0.5119253993034363,0.7752248048782349,0.7929155230522156,0.7583062052726746,0.7556270360946655
emp_H3K9ac,mamba_uni_char_lr-2e-4_batch_size-128_rc_aug-true,2,2e-4,128,0.765023410320282,0.5235326886177063,0.7902345061302185,0.7794677019119263,0.8013029098510742,0.7202572226524353
emp_H3K9ac,mamba_uni_char_lr-2e-4_batch_size-128_rc_aug-true,3,2e-4,128,0.7596257925033569,0.5124045610427856,0.785897433757782,0.7735015749931335,0.7986970543861389,0.7114148139953613
emp_H3K9ac,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,1,2e-4,256,0.755667507648468,0.5051847100257874,0.7803300023078918,0.7750642895698547,0.7856677770614624,0.7186495065689087
emp_H3K9ac,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,2,2e-4,256,0.760345458984375,0.5150901675224304,0.7836257219314575,0.7815942764282227,0.7856677770614624,0.729099690914154
emp_H3K9ac,mamba_uni_char_lr-2e-4_batch_size-256_rc_aug-true,3,2e-4,256,0.753508448600769,0.5083215832710266,0.7674023509025574,0.8014184236526489,0.7361563444137573,0.7749196290969849
emp_H3K9ac,mamba_uni_char_lr-5e-5_batch_size-128_rc_aug-true,1,5e-5,128,0.748110830783844,0.4939733147621155,0.7666666507720947,0.7849829196929932,0.7491856813430786,0.7467845678329468
