task,model,learning_rate,batch_size,rc_aug,total_seeds,mcc_nans,acc_nans,mcc_success_rate,acc_success_rate
prom_300_tata,Mamba-char,5e-05,256,True,3,0,0,1.0,1.0
prom_300_tata,Mamba-char,0.0001,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_300_tata,Mamba-char,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_300_tata,Mamba-char,0.0002,128,True,20,10,10,0.5,0.5
prom_300_tata,Mamba-char,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_all,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.0005,128,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.0005,256,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.001,128,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.001,256,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.001,256,True,7,0,0,1.0,1.0
prom_core_all,Caduceus,0.002,128,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.002,256,False,3,0,0,1.0,1.0
prom_core_all,Caduceus,0.002,256,True,8,0,0,1.0,1.0
prom_core_all,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
prom_core_all,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
prom_core_all,HyenaDNA,0.0006,128,True,3,0,0,1.0,1.0
prom_core_all,HyenaDNA,0.0006,256,True,10,0,0,1.0,1.0
prom_core_all,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
prom_core_all,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
prom_core_all,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
prom_core_all,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
prom_core_all,Mamba-bpe,0.0001,128,True,23,10,10,0.5652173913043478,0.5652173913043478
prom_core_all,Mamba-bpe,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_all,Mamba-bpe,0.0002,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_all,Mamba-bpe,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_all,Mamba-bpe,0.0005,128,True,10,0,0,1.0,1.0
prom_core_all,Mamba-char,5e-05,128,True,3,0,0,1.0,1.0
prom_core_all,Mamba-char,5e-05,256,True,3,0,0,1.0,1.0
prom_core_all,Mamba-char,0.0001,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_all,Mamba-char,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_all,Mamba-char,0.0002,128,True,20,10,10,0.5,0.5
prom_core_all,Mamba-char,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_notata,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.0005,128,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.0005,256,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.001,128,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.001,256,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.002,128,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.002,256,False,3,0,0,1.0,1.0
prom_core_notata,Caduceus,0.002,256,True,7,0,0,1.0,1.0
prom_core_notata,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
prom_core_notata,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
prom_core_notata,HyenaDNA,0.0006,128,True,3,0,0,1.0,1.0
prom_core_notata,HyenaDNA,0.0006,256,True,10,0,0,1.0,1.0
prom_core_notata,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
prom_core_notata,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
prom_core_notata,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
prom_core_notata,Mamba-bpe,5e-05,256,True,13,0,0,1.0,1.0
prom_core_notata,Mamba-bpe,0.0001,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_notata,Mamba-bpe,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_notata,Mamba-bpe,0.0002,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_notata,Mamba-bpe,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_notata,Mamba-char,5e-05,128,True,3,0,0,1.0,1.0
prom_core_notata,Mamba-char,5e-05,256,True,3,0,0,1.0,1.0
prom_core_notata,Mamba-char,0.0001,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_notata,Mamba-char,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_notata,Mamba-char,0.0002,128,True,20,10,10,0.5,0.5
prom_core_notata,Mamba-char,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_tata,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.0005,128,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.0005,256,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.001,128,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.001,128,True,8,0,0,1.0,1.0
prom_core_tata,Caduceus,0.001,256,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.002,128,False,3,0,0,1.0,1.0
prom_core_tata,Caduceus,0.002,128,True,7,0,0,1.0,1.0
prom_core_tata,Caduceus,0.002,256,False,3,0,0,1.0,1.0
prom_core_tata,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
prom_core_tata,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
prom_core_tata,HyenaDNA,0.0006,128,True,11,0,0,1.0,1.0
prom_core_tata,HyenaDNA,0.0006,256,True,10,0,0,1.0,1.0
prom_core_tata,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
prom_core_tata,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
prom_core_tata,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
prom_core_tata,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
prom_core_tata,Mamba-bpe,0.0001,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_tata,Mamba-bpe,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_tata,Mamba-bpe,0.0002,128,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_tata,Mamba-bpe,0.0002,256,True,23,10,10,0.5652173913043478,0.5652173913043478
prom_core_tata,Mamba-char,5e-05,128,True,3,0,0,1.0,1.0
prom_core_tata,Mamba-char,5e-05,256,True,3,0,0,1.0,1.0
prom_core_tata,Mamba-char,0.0001,128,True,20,10,10,0.5,0.5
prom_core_tata,Mamba-char,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
prom_core_tata,Mamba-char,0.0002,128,True,21,10,10,0.5238095238095238,0.5238095238095238
prom_core_tata,Mamba-char,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
promoter_all,CNN,0.001,64,False,3,0,0,1.0,1.0
promoter_all,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
promoter_all,Caduceus,1e-05,128,True,10,0,0,1.0,1.0
promoter_all,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
promoter_all,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
promoter_all,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
promoter_all,Caduceus,0.001,128,False,3,0,0,1.0,1.0
promoter_all,Caduceus,0.001,256,False,3,0,0,1.0,1.0
promoter_all,Caduceus,0.002,128,False,3,2,2,0.3333333333333333,0.3333333333333333
promoter_all,Caduceus,0.002,256,False,3,2,2,0.3333333333333333,0.3333333333333333
promoter_all,Caduceus,0.008,128,False,3,0,0,1.0,1.0
promoter_all,Caduceus,0.008,256,False,3,0,0,1.0,1.0
promoter_all,Caduceus,0.01,128,False,2,1,1,0.5,0.5
promoter_all,Caduceus,0.01,256,False,2,1,1,0.5,0.5
promoter_all,HyenaDNA,6e-05,128,True,11,0,0,1.0,1.0
promoter_all,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0002,128,False,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0002,128,True,11,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0002,256,False,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0002,256,True,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0006,128,False,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0006,128,True,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0006,256,False,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.0006,256,True,13,0,0,1.0,1.0
promoter_all,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
promoter_all,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
promoter_all,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
promoter_all,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
promoter_all,Mamba-bpe,0.0001,128,True,3,0,0,1.0,1.0
promoter_all,Mamba-bpe,0.0001,256,True,13,0,0,1.0,1.0
promoter_all,Mamba-bpe,0.0002,128,True,13,0,0,1.0,1.0
promoter_all,Mamba-bpe,0.0002,256,True,3,0,0,1.0,1.0
promoter_all,Mamba-char,0.001,128,True,3,0,0,1.0,1.0
promoter_all,Mamba-char,0.001,256,True,3,0,0,1.0,1.0
promoter_all,Mamba-char,0.002,128,True,13,0,0,1.0,1.0
promoter_all,Mamba-char,0.002,256,True,3,0,0,1.0,1.0
promoter_all,Mamba-char,0.01,128,True,3,0,0,1.0,1.0
promoter_all,Mamba-char,0.01,256,True,3,0,0,1.0,1.0
promoter_no_tata,CNN,0.001,64,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.0001,128,True,10,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.001,128,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.001,256,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.002,128,False,3,2,2,0.3333333333333333,0.3333333333333333
promoter_no_tata,Caduceus,0.002,256,False,3,2,2,0.3333333333333333,0.3333333333333333
promoter_no_tata,Caduceus,0.008,128,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.008,256,False,3,0,0,1.0,1.0
promoter_no_tata,Caduceus,0.01,128,False,2,1,1,0.5,0.5
promoter_no_tata,Caduceus,0.01,256,False,2,1,1,0.5,0.5
promoter_no_tata,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,6e-05,256,True,13,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0002,128,False,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0002,128,True,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0002,256,False,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0002,256,True,11,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0006,128,False,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0006,128,True,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0006,256,False,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.0006,256,True,11,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
promoter_no_tata,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-bpe,5e-05,256,True,13,0,0,1.0,1.0
promoter_no_tata,Mamba-bpe,0.0001,128,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-bpe,0.0001,256,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-bpe,0.0002,128,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-bpe,0.0002,256,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-char,0.001,128,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-char,0.001,256,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-char,0.002,128,True,13,0,0,1.0,1.0
promoter_no_tata,Mamba-char,0.002,256,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-char,0.01,128,True,3,0,0,1.0,1.0
promoter_no_tata,Mamba-char,0.01,256,True,3,0,0,1.0,1.0
promoter_tata,CNN,0.001,64,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.001,128,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.001,128,True,10,0,0,1.0,1.0
promoter_tata,Caduceus,0.001,256,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.002,128,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.002,256,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.008,128,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.008,256,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.01,128,False,3,0,0,1.0,1.0
promoter_tata,Caduceus,0.01,256,False,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0002,128,False,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0002,128,True,11,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0002,256,False,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0002,256,True,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0006,128,False,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0006,128,True,13,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0006,256,False,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.0006,256,True,11,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
promoter_tata,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
promoter_tata,Mamba-bpe,5e-05,128,True,13,0,0,1.0,1.0
promoter_tata,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
promoter_tata,Mamba-bpe,0.0001,128,True,3,0,0,1.0,1.0
promoter_tata,Mamba-bpe,0.0001,256,True,3,0,0,1.0,1.0
promoter_tata,Mamba-bpe,0.0002,128,True,3,0,0,1.0,1.0
promoter_tata,Mamba-bpe,0.0002,256,True,13,0,0,1.0,1.0
promoter_tata,Mamba-char,0.001,128,True,13,0,0,1.0,1.0
promoter_tata,Mamba-char,0.001,256,True,3,0,0,1.0,1.0
promoter_tata,Mamba-char,0.002,128,True,3,0,0,1.0,1.0
promoter_tata,Mamba-char,0.002,256,True,3,0,0,1.0,1.0
promoter_tata,Mamba-char,0.01,128,True,3,0,0,1.0,1.0
promoter_tata,Mamba-char,0.01,256,True,3,0,0,1.0,1.0
splice_reconstructed,Caduceus,0.0001,128,False,2,1,1,0.5,0.5
splice_reconstructed,Caduceus,0.001,128,False,3,0,0,1.0,1.0
splice_reconstructed,Caduceus,0.001,256,False,3,0,0,1.0,1.0
splice_reconstructed,Caduceus,0.001,256,True,7,0,0,1.0,1.0
splice_reconstructed,Caduceus,0.002,128,False,3,0,0,1.0,1.0
splice_reconstructed,Caduceus,0.002,256,False,3,0,0,1.0,1.0
splice_reconstructed,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
splice_reconstructed,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
splice_reconstructed,HyenaDNA,0.0006,128,True,10,0,0,1.0,1.0
splice_reconstructed,HyenaDNA,0.0006,256,True,3,0,0,1.0,1.0
splice_reconstructed,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
splice_reconstructed,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
splice_reconstructed,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
splice_reconstructed,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
splice_reconstructed,Mamba-bpe,0.0001,128,True,13,11,11,0.15384615384615385,0.15384615384615385
splice_reconstructed,Mamba-bpe,0.0001,256,True,13,11,11,0.15384615384615385,0.15384615384615385
splice_reconstructed,Mamba-bpe,0.0002,128,True,23,10,10,0.5652173913043478,0.5652173913043478
splice_reconstructed,Mamba-bpe,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
splice_reconstructed,Mamba-char,5e-05,128,True,3,0,0,1.0,1.0
splice_reconstructed,Mamba-char,5e-05,256,True,3,0,0,1.0,1.0
splice_reconstructed,Mamba-char,0.0001,128,True,13,10,10,0.23076923076923078,0.23076923076923078
splice_reconstructed,Mamba-char,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
splice_reconstructed,Mamba-char,0.0002,128,True,20,10,10,0.5,0.5
splice_reconstructed,Mamba-char,0.0002,256,True,13,10,10,0.23076923076923078,0.23076923076923078
splice_sites_acceptors,CNN,0.001,64,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,0.001,128,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,0.001,128,True,10,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,0.001,256,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,0.008,128,False,3,0,0,1.0,1.0
splice_sites_acceptors,Caduceus,0.008,256,False,3,0,0,1.0,1.0
splice_sites_acceptors,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
splice_sites_acceptors,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
splice_sites_acceptors,HyenaDNA,0.0002,128,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_acceptors,HyenaDNA,0.0002,128,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_acceptors,HyenaDNA,0.0002,256,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_acceptors,HyenaDNA,0.0002,256,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_acceptors,HyenaDNA,0.0006,128,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_acceptors,HyenaDNA,0.0006,128,True,13,0,0,1.0,1.0
splice_sites_acceptors,HyenaDNA,0.0006,256,False,3,0,0,1.0,1.0
splice_sites_acceptors,HyenaDNA,0.0006,256,True,3,0,0,1.0,1.0
splice_sites_acceptors,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
splice_sites_acceptors,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-bpe,0.0001,128,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-bpe,0.0001,256,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-bpe,0.0002,128,True,13,0,0,1.0,1.0
splice_sites_acceptors,Mamba-bpe,0.0002,256,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-char,0.001,128,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-char,0.001,256,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_acceptors,Mamba-char,0.002,128,True,13,0,0,1.0,1.0
splice_sites_acceptors,Mamba-char,0.002,256,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_acceptors,Mamba-char,0.01,128,True,3,0,0,1.0,1.0
splice_sites_acceptors,Mamba-char,0.01,256,True,3,0,0,1.0,1.0
splice_sites_all,CNN,0.001,64,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,0.001,128,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,0.001,128,True,10,0,0,1.0,1.0
splice_sites_all,Caduceus,0.001,256,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,0.008,128,False,3,0,0,1.0,1.0
splice_sites_all,Caduceus,0.008,256,False,3,0,0,1.0,1.0
splice_sites_all,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
splice_sites_all,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
splice_sites_all,HyenaDNA,0.0002,128,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,HyenaDNA,0.0002,128,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,HyenaDNA,0.0002,256,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,HyenaDNA,0.0002,256,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,HyenaDNA,0.0006,128,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,HyenaDNA,0.0006,128,True,13,0,0,1.0,1.0
splice_sites_all,HyenaDNA,0.0006,256,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,HyenaDNA,0.0006,256,True,3,0,0,1.0,1.0
splice_sites_all,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
splice_sites_all,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-bpe,0.0001,128,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-bpe,0.0001,256,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-bpe,0.0002,128,True,13,0,0,1.0,1.0
splice_sites_all,Mamba-bpe,0.0002,256,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-char,0.001,128,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-char,0.001,256,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,Mamba-char,0.002,128,True,13,0,0,1.0,1.0
splice_sites_all,Mamba-char,0.002,256,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_all,Mamba-char,0.01,128,True,3,0,0,1.0,1.0
splice_sites_all,Mamba-char,0.01,256,True,3,0,0,1.0,1.0
splice_sites_donors,CNN,0.001,64,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,1e-05,128,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,1e-05,256,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,0.0001,128,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,0.0001,256,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,0.001,128,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,0.001,256,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,0.001,256,True,9,1,1,0.8888888888888888,0.8888888888888888
splice_sites_donors,Caduceus,0.008,128,False,3,0,0,1.0,1.0
splice_sites_donors,Caduceus,0.008,256,False,3,0,0,1.0,1.0
splice_sites_donors,HyenaDNA,6e-05,128,True,3,0,0,1.0,1.0
splice_sites_donors,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
splice_sites_donors,HyenaDNA,0.0002,128,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_donors,HyenaDNA,0.0002,128,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_donors,HyenaDNA,0.0002,256,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_donors,HyenaDNA,0.0002,256,True,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_donors,HyenaDNA,0.0006,128,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_donors,HyenaDNA,0.0006,128,True,13,0,0,1.0,1.0
splice_sites_donors,HyenaDNA,0.0006,256,False,3,1,1,0.6666666666666666,0.6666666666666666
splice_sites_donors,HyenaDNA,0.0006,256,True,3,0,0,1.0,1.0
splice_sites_donors,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
splice_sites_donors,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-bpe,0.0001,128,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-bpe,0.0001,256,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-bpe,0.0002,128,True,13,0,0,1.0,1.0
splice_sites_donors,Mamba-bpe,0.0002,256,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-char,0.001,128,True,13,0,0,1.0,1.0
splice_sites_donors,Mamba-char,0.001,256,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-char,0.002,128,True,11,0,0,1.0,1.0
splice_sites_donors,Mamba-char,0.002,256,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-char,0.01,128,True,3,0,0,1.0,1.0
splice_sites_donors,Mamba-char,0.01,256,True,3,1,1,0.6666666666666666,0.6666666666666666
virus_covid,Caduceus,0.001,128,False,3,0,0,1.0,1.0
virus_covid,Caduceus,0.001,256,False,3,0,0,1.0,1.0
virus_covid,Caduceus,0.001,256,True,8,2,2,0.75,0.75
virus_covid,Caduceus,0.002,128,False,3,0,0,1.0,1.0
virus_covid,Caduceus,0.002,256,False,3,0,0,1.0,1.0
virus_covid,HyenaDNA,6e-05,128,True,11,0,0,1.0,1.0
virus_covid,HyenaDNA,6e-05,256,True,3,0,0,1.0,1.0
virus_covid,HyenaDNA,0.0006,128,True,3,0,0,1.0,1.0
virus_covid,HyenaDNA,0.0006,256,True,6,1,1,0.8333333333333334,0.8333333333333334
virus_covid,HyenaDNA,0.006,128,True,3,0,0,1.0,1.0
virus_covid,HyenaDNA,0.006,256,True,3,0,0,1.0,1.0
virus_covid,Mamba-bpe,5e-05,128,True,3,0,0,1.0,1.0
virus_covid,Mamba-bpe,5e-05,256,True,3,0,0,1.0,1.0
virus_covid,Mamba-bpe,0.0001,128,True,13,10,10,0.23076923076923078,0.23076923076923078
virus_covid,Mamba-bpe,0.0001,256,True,13,10,10,0.23076923076923078,0.23076923076923078
