task,run_name,seed,learning_rate,batch_size,accuracy,mcc,f1,precision,recall,specificity,model,rc_aug
H3K36me3,mamba_uni_char_LR-3e-4_BATCH_SIZE-128_RC_AUG-true,9,0.0003,128,0.750333309173584,0.5078361630439758,0.7708779573440552,0.7146908640861511,0.8366534113883972,0.6633199453353882,Mamba-char,True
H3K4me1,CNN-LR-1e-3_BATCH_SIZE-64_RC_AUG-false,1,0.001,64,0.6940000057220459,0.4142656922340393,0.7408244013786316,0.6440844535827637,0.8717607855796814,0.5150501728057861,CNN,False
H3K4me1,CNN-LR-1e-3_BATCH_SIZE-64_RC_AUG-false,2,0.001,64,0.6769999861717224,0.3951661586761474,0.7368992567062378,0.6230486631393433,0.9016611576080322,0.4508361220359802,CNN,False
H3K4me1,CNN-LR-1e-3_BATCH_SIZE-64_RC_AUG-false,3,0.001,64,0.6986666917800903,0.4078796505928039,0.7306317090988159,0.6623446941375732,0.814617931842804,0.5819398164749146,CNN,False
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,11,0.001,128,0.7093333601951599,0.4269095361232757,0.7365558743476868,0.6753462553024292,0.8099668025970459,0.6080267429351807,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,12,0.001,128,0.7149999737739563,0.4424174726009369,0.7462155222892761,0.67435622215271,0.8352159261703491,0.5939799547195435,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,13,0.001,128,0.6863333582878113,0.4216098487377167,0.7468388676643372,0.6274864673614502,0.9222591519355774,0.4488294422626495,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,14,0.001,128,0.7020000219345093,0.4274351894855499,0.7450085282325745,0.6526736617088318,0.8677740693092346,0.5351170301437378,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,15,0.001,128,0.7149999737739563,0.4339659512042999,0.7343895435333252,0.6896149516105652,0.7853820323944092,0.6441471576690674,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,16,0.001,128,,,,,,,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,1,0.001,128,0.718666672706604,0.4395765960216522,0.7335858345031738,0.6987372040748596,0.7720929980278015,0.6648829579353333,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,2,0.001,128,0.7003333568572998,0.4140416979789734,0.7351987957954407,0.6603174805641174,0.829235851764679,0.5705685615539551,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,3,0.001,128,0.7073333263397217,0.4235303699970245,0.7357013821601868,0.6725371479988098,0.8119601607322693,0.6020066738128662,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,4,0.001,128,0.706333339214325,0.4309961199760437,0.744563639163971,0.6604938507080078,0.8531561493873596,0.5585284233093262,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,5,0.001,128,0.7126666903495789,0.4349453151226043,0.741141140460968,0.6761643886566162,0.8199335336685181,0.6046822667121887,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,6,0.001,128,0.6913333535194397,0.4258861243724823,0.7479586005210876,0.633471667766571,0.9129568338394164,0.4682274162769317,Caduceus,True
H3K4me1,caduceus_ps_LR-1e-3_BATCH_SIZE-128_RC_AUG-True,7,0.001,128,,,,,,,Caduceus,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,11,0.0006,128,0.690666675567627,0.4095985293388366,0.7396184206008911,0.6401165723800659,0.8757475018501282,0.5043478012084961,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,12,0.0006,128,0.6980000138282776,0.4033272564411163,0.7256208062171936,0.6666666865348816,0.7960132956504822,0.5993310809135437,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,13,0.0006,128,0.6983333230018616,0.4023630321025848,0.7231569290161133,0.6700680255889893,0.7853820323944092,0.6107023358345032,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,14,0.0006,128,0.6956666707992554,0.3990471065044403,0.724252462387085,0.6638981103897095,0.7966777682304382,0.5939799547195435,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,15,0.0006,128,0.6923333406448364,0.4052700698375702,0.735454261302948,0.6466733813285828,0.8524916768074036,0.5311036705970764,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,16,0.0006,128,0.6930000185966492,0.3998811542987823,0.7298327684402466,0.6533613204956055,0.8265780806541443,0.5585284233093262,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,17,0.0006,128,0.6949999928474426,0.3979034423828125,0.7239819169044495,0.6629834175109863,0.7973421812057495,0.5919732451438904,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-True,18,0.0006,128,0.7023333311080933,0.4184878766536712,0.7372756600379944,0.6615628004074097,0.8325581550598145,0.5712374448776245,HyenaDNA,True
H3K4me1,hyena_LR-6e-4_BATCH_SIZE-128_RC_AUG-true,1,0.0006,128,0.6883333325386047,0.4051451086997986,0.7380218505859375,0.6380813717842102,0.8750830292701721,0.5003344416618347,HyenaDNA,True
