benchmark,task,model,learning_rate,batch_size,rc_aug,num_replicates,num_valid_replicates,num_nan_replicates,accuracy_mean,accuracy_std,mcc_mean,mcc_std,is_best
N/A,H4K20me1,Caduceus,0.001,128,False,10,3,7,0.7879588802655538,0.0024262342029569544,0.5893415013949076,0.0058650144845049336,True
N/A,H4K20me1,Caduceus,0.001,128,True,9,8,1,0.7796255499124527,0.007519462148260082,0.5760517343878746,0.013356380323383824,False
N/A,H4K20me1,Caduceus,0.001,256,False,3,3,0,0.7853157122929891,0.004832448630480047,0.5803459485371908,0.012028391674438052,False
N/A,H4K20me1,Caduceus,0.001,256,True,4,3,1,0.7772393425305685,0.017841856240788555,0.573656439781189,0.01939956247143399,False
N/A,H4K20me1,Caduceus,0.0001,128,False,3,3,0,0.7850220402081808,0.006167394774332077,0.5831032395362854,0.010154690754535955,False
N/A,H4K20me1,Caduceus,0.0001,128,True,6,5,1,0.7810572743415832,0.004651707943145733,0.5777336239814759,0.007598694416313155,False
N/A,H4K20me1,Caduceus,0.0001,256,False,3,3,0,0.7848751743634542,0.008174540854141989,0.5802518725395203,0.011010540650154294,False
N/A,H4K20me1,Caduceus,1e-05,128,False,3,3,0,0.761086642742157,0.0016678155717981652,0.5288947224617004,0.003992869654765087,False
N/A,H4K20me1,Caduceus,1e-05,256,False,3,3,0,0.7519823908805847,0.0004405379295349121,0.508900006612142,0.0007036935629130969,False
N/A,H4K20me1,Caduceus,0.008,128,False,3,3,0,0.6298091014226278,0.11538346787719311,0.27293893694877625,0.23853592075632735,False
N/A,H4K20me1,Caduceus,0.008,256,False,3,3,0,0.5651982426643372,0.1129266688588368,0.1331344445546468,0.23059562220610988,False
N/A,H4K20me1,HyenaDNA,0.0002,128,False,2,1,1,0.800881028175354,0.0,0.6215337514877319,0.0,False
N/A,H4K20me1,HyenaDNA,0.0002,128,True,2,1,1,0.7726871967315674,0.0,0.557137668132782,0.0,False
N/A,H4K20me1,HyenaDNA,0.0002,256,False,2,1,1,0.7960352301597595,0.0,0.6110949516296387,0.0,False
N/A,H4K20me1,HyenaDNA,0.0002,256,True,2,1,1,0.7806167602539062,0.0,0.5705245137214661,0.0,False
N/A,H4K20me1,HyenaDNA,0.006,128,True,3,3,0,0.6433186531066895,0.06280479953703147,0.34331995248794556,0.08922137529872694,False
N/A,H4K20me1,HyenaDNA,0.006,256,True,3,3,0,0.6209985216458639,0.08694871671965013,0.2553733189900716,0.1601365776153926,False
N/A,H4K20me1,HyenaDNA,0.0006,128,False,2,1,1,0.8022026419639587,0.0,0.6221306920051575,0.0,False
N/A,H4K20me1,HyenaDNA,0.0006,128,True,11,11,0,0.7772126522931185,0.007182349066477318,0.5642261396754872,0.009952731917528851,False
N/A,H4K20me1,HyenaDNA,0.0006,256,False,2,1,1,0.8061674237251282,0.0,0.6171841025352478,0.0,False
N/A,H4K20me1,HyenaDNA,0.0006,256,True,3,3,0,0.7698972026507059,0.012936328168147644,0.5566706856091818,0.015991315973249456,False
N/A,H4K20me1,HyenaDNA,6e-05,128,True,3,3,0,0.781204104423523,0.00793361125131079,0.5719706018765768,0.010139657094079326,False
N/A,H4K20me1,HyenaDNA,6e-05,256,True,13,13,0,0.7815316823812631,0.008624048085427072,0.5743466707376333,0.013681776062751137,True
N/A,H4K20me1,Mamba-bpe,0.0001,128,True,3,3,0,0.7671071887016296,0.0011086351784400418,0.5433198809623718,0.007920273256801962,False
N/A,H4K20me1,Mamba-bpe,0.0001,256,True,3,3,0,0.7679882446924845,0.0032471990468543044,0.5369602839152018,0.0055180279289572115,False
N/A,H4K20me1,Mamba-bpe,0.0002,128,True,3,3,0,0.7666666706403097,0.004627306250239668,0.5380905866622925,0.008149731605593968,False
N/A,H4K20me1,Mamba-bpe,0.0002,256,True,3,3,0,0.7593245108922323,0.007659799151667528,0.5243767698605856,0.006775818131766907,False
N/A,H4K20me1,Mamba-bpe,5e-05,128,True,3,3,0,0.7653450965881348,0.0060775967759675005,0.5392234722773234,0.009371261478699763,False
N/A,H4K20me1,Mamba-bpe,5e-05,256,True,15,14,1,0.7661736948149545,0.006591360343250219,0.5439885045800891,0.009034735697264292,True
N/A,H4K20me1,Mamba-char,0.01,128,True,3,2,1,0.6151982396841049,0.16416090020529525,0.22698225965723395,0.33818412937636977,False
N/A,H4K20me1,Mamba-char,0.01,256,True,2,1,1,0.523788571357727,0.0,0.1107823401689529,0.0,False
N/A,H4K20me1,Mamba-char,0.001,128,True,3,2,1,0.7696035504341125,0.008099022703550418,0.5531216561794281,0.0030438032526082562,False
N/A,H4K20me1,Mamba-char,0.001,256,True,3,2,1,0.770704835653305,0.015263523335068785,0.5537582337856293,0.013272590505111172,False
N/A,H4K20me1,Mamba-char,0.0001,128,True,7,7,0,0.7738829510552543,0.003234353443342964,0.5541692120688302,0.0073995821230458175,False
N/A,H4K20me1,Mamba-char,0.0001,256,True,7,7,0,0.769037127494812,0.008299082801319493,0.5501376816204616,0.014225341270661601,False
N/A,H4K20me1,Mamba-char,0.002,128,True,3,2,1,0.7766519784927368,0.01183702669798161,0.556265264749527,0.023440011946182226,False
N/A,H4K20me1,Mamba-char,0.002,256,True,2,1,1,0.7629956007003784,0.0,0.5451154708862305,0.0,False
N/A,H4K20me1,Mamba-char,0.0003,128,True,7,7,0,0.7745751993996757,0.006316206582124159,0.5566100818770272,0.009205006565300098,False
N/A,H4K20me1,Mamba-char,0.0003,256,True,15,15,0,0.7745080788930258,0.007147794089616222,0.5589596708615621,0.00795533845477348,False
N/A,H4K20me1,Mamba-char,0.0005,128,True,7,7,0,0.7733794791357858,0.0065234706791731205,0.558708906173706,0.008421734152961225,False
N/A,H4K20me1,Mamba-char,0.0005,256,True,18,18,0,0.7747430238458846,0.008480471187391175,0.5600870980156792,0.010536373073116823,True
N/A,covid,CNN,0.001,64,False,5,5,0,0.22687609195709224,0.0043184604880765224,0.12808895260095593,0.004845484599822779,True
N/A,covid,Caduceus,0.001,128,False,8,7,1,0.1210421334419931,0.004507282951015901,0.004177724144288443,0.005466262873576088,False
N/A,covid,Caduceus,0.001,256,False,10,8,2,0.16062663588672874,0.0328681375758745,0.05737046478316184,0.03987718109753301,False
N/A,covid,Caduceus,0.001,256,True,8,6,2,0.16097658500075337,0.04711438100432785,0.05237132885182896,0.05892382150188675,False
N/A,covid,Caduceus,0.0001,256,False,4,3,1,0.44989819327990205,0.02527301680198982,0.38054781158765155,0.026703109803365398,False
N/A,covid,Caduceus,0.0001,512,False,5,4,1,0.3366874009370804,0.012237932390797642,0.2553304024040699,0.014047383385350588,False
N/A,covid,Caduceus,0.002,128,False,7,6,1,0.11752835785349203,0.0014694784309779434,-0.0013761936376492168,0.003370972199505226,False
N/A,covid,Caduceus,0.002,256,False,7,6,1,0.11780104537804914,0.0004523659400240579,-0.0020242776178444333,0.004048312466335504,False
N/A,covid,Caduceus,0.0003,128,False,5,4,1,0.6720113456249237,0.01346565286946902,0.6303517669439316,0.015030500271494853,True
N/A,covid,Caduceus,0.0003,256,False,4,3,1,0.6600494583447775,0.011774187009447318,0.6169290145238241,0.013243223359727616,False
N/A,covid,Caduceus,0.0005,128,False,4,3,1,0.3455861012140909,0.2046630001871935,0.2614530047091345,0.2334144390461063,False
N/A,covid,Caduceus,0.0005,256,False,4,3,1,0.2781050006548563,0.15114402337489227,0.18449086199204123,0.17314552837727606,False
N/A,covid,Caduceus,0.0008,128,False,4,3,1,0.13972513377666465,0.021488617892531498,0.0343246633807818,0.03016208638444141,False
N/A,covid,Caduceus,0.0008,256,False,4,3,1,0.22760326166947684,0.08396315801311578,0.1354770803203185,0.09956909106472404,False
N/A,covid,Caduceus,8e-05,256,False,4,3,1,0.37420011560122174,0.012737672045732958,0.29614542921384174,0.014484038447670456,False
N/A,covid,Caduceus,8e-05,512,False,4,3,1,0.279232104619344,0.02054436870438554,0.1890949308872222,0.02360120647355285,False
N/A,covid,HyenaDNA,0.006,128,True,3,3,0,0.1197280387083689,0.0037170988756781384,-0.0003313731091717668,0.006781428157793395,False
N/A,covid,HyenaDNA,0.006,256,True,3,3,0,0.11812826991081231,0.0,1.7112129171437118e-06,2.9639077150610603e-06,False
N/A,covid,HyenaDNA,0.0006,128,True,3,3,0,0.29279377808173496,0.29566211281027155,0.19953527243342248,0.3359124493675878,False
N/A,covid,HyenaDNA,0.0006,256,True,6,5,1,0.5863219767808914,0.25084388073989067,0.5323405403643846,0.28564949215338337,False
N/A,covid,HyenaDNA,6e-05,128,True,11,11,0,0.6626011404124174,0.018000295760018787,0.619556806304238,0.020484165281647673,True
N/A,covid,HyenaDNA,6e-05,256,True,3,3,0,0.6442699233690897,0.016096351786164968,0.5987111926078796,0.018205072154264486,False
N/A,covid,Mamba-bpe,0.001,256,True,10,10,0,0.19847294762730594,0.07207189709268329,0.10281552299857136,0.08496302411545113,False
N/A,covid,Mamba-bpe,0.0001,128,True,3,3,0,0.6477966904640198,0.005235612392425537,0.6038417418797811,0.006956666560423844,False
N/A,covid,Mamba-bpe,0.0001,256,True,3,3,0,0.6362710992495219,0.0034943893032387354,0.590782086054484,0.003686176159043455,False
N/A,covid,Mamba-bpe,0.0002,128,True,13,13,0,0.6905121482335604,0.023187598290659837,0.652044259584867,0.02425780409723529,True
N/A,covid,Mamba-bpe,0.0002,256,True,3,3,0,0.6720113356908163,0.005938343688062552,0.6314219435056051,0.006638684356272434,False
N/A,covid,Mamba-bpe,5e-05,128,True,3,3,0,0.6146742105484009,0.00922335083965458,0.5670009851455688,0.010395363400999917,False
N/A,covid,Mamba-bpe,5e-05,256,True,3,3,0,0.6001672347386678,0.006412581256079316,0.5505018830299377,0.007391006661214789,False
N/A,covid,Mamba-char,0.0001,128,True,3,3,0,0.46876817941665644,0.007809597973786455,0.40029199918111164,0.0086785982475911,False
N/A,covid,Mamba-char,0.0001,256,True,3,3,0,0.4119037290414174,0.028771911435075053,0.33575173219045,0.03250872227421944,False
N/A,covid,Mamba-char,0.0002,128,True,10,10,0,0.6245746076107025,0.009728073862154843,0.5764164566993714,0.010992863263602983,True
N/A,covid,Mamba-char,0.0002,256,True,3,3,0,0.5740983088811239,0.012239889644710704,0.519444465637207,0.014121860813002795,False
N/A,covid,Mamba-char,5e-05,128,True,3,3,0,0.30831879377365107,0.01580811085531745,0.21798555552959442,0.018501630451762813,False
N/A,covid,Mamba-char,5e-05,256,True,3,3,0,0.25705351928869885,0.00668953567961965,0.15993680059909818,0.007769989525970667,False
N/A,demo_coding_vs_intergenomic,CNN,0.001,64,False,5,5,0,0.8918400049209595,0.0031690999588321355,0.7839916348457336,0.006520757491419525,True
N/A,demo_coding_vs_intergenomic,Caduceus,0.001,128,False,3,3,0,0.9141199986139933,0.002121120245839777,0.8283090790112814,0.004216755807772329,False
N/A,demo_coding_vs_intergenomic,Caduceus,0.001,256,False,3,3,0,0.9134400089581808,0.0011221423840969962,0.8276272217432658,0.001381411948223609,False
N/A,demo_coding_vs_intergenomic,Caduceus,0.0001,128,False,10,10,0,0.9137000024318696,0.0012578914936360525,0.8275716543197632,0.0024466347797345014,False
N/A,demo_coding_vs_intergenomic,Caduceus,0.0001,128,True,10,10,0,0.9137000024318696,0.0012249586559884946,0.8275719702243804,0.002376582228719106,True
N/A,demo_coding_vs_intergenomic,Caduceus,0.0001,256,False,3,3,0,0.9117599924405416,0.0013004391036873964,0.8235626220703125,0.0025760466882083816,False
N/A,demo_coding_vs_intergenomic,Caduceus,1e-05,128,False,3,3,0,0.8962000012397766,0.00034872055403358047,0.792453388373057,0.0007137495372900516,False
N/A,demo_coding_vs_intergenomic,Caduceus,1e-05,256,False,3,3,0,0.8882666826248169,0.0012808134200517722,0.7766441504160563,0.0024282183959056687,False
N/A,demo_coding_vs_intergenomic,Caduceus,0.002,128,False,3,3,0,0.7504666646321615,0.21891810979267579,0.5068190693855286,0.44183605856044295,False
N/A,demo_coding_vs_intergenomic,Caduceus,0.002,256,False,3,3,0,0.8613466620445251,0.052748849154026695,0.731622596581777,0.09507593716342984,False
N/A,demo_coding_vs_intergenomic,Caduceus,0.0005,128,False,3,3,0,0.912559986114502,0.002102589799558616,0.8259510199228922,0.00445047989784785,False
N/A,demo_coding_vs_intergenomic,Caduceus,0.0005,256,False,3,3,0,0.914026657740275,0.001817838324217888,0.8281080524126688,0.0035539154093200075,False
N/A,demo_coding_vs_intergenomic,HyenaDNA,0.006,128,True,4,3,1,0.8562399943669637,0.04666456980880813,0.7141757408777872,0.09101650108874382,False
N/A,demo_coding_vs_intergenomic,HyenaDNA,0.006,256,True,4,3,1,0.7584399978319804,0.08531630893446819,0.5406012137730917,0.15183815694218977,False
N/A,demo_coding_vs_intergenomic,HyenaDNA,0.0006,128,False,3,3,0,0.9120533267656962,0.0015540151086474426,0.824332614739736,0.0032451517519005205,False
N/A,demo_coding_vs_intergenomic,HyenaDNA,0.0006,128,True,4,3,1,0.9005333383878072,0.002443062594184763,0.8015915155410767,0.004461184784667683,False
N/A,demo_coding_vs_intergenomic,HyenaDNA,0.0006,256,False,3,3,0,0.9139066735903422,0.0028580363589370173,0.8279582063357035,0.005638606327885508,False
N/A,demo_coding_vs_intergenomic,HyenaDNA,0.0006,256,True,14,14,0,0.9012885689735413,0.00261298163324613,0.802774714572089,0.005118862070849115,True
N/A,demo_coding_vs_intergenomic,HyenaDNA,6e-05,128,True,3,3,0,0.905559996763865,0.0016776366607641983,0.8111983338991801,0.0032683624244586196,False
N/A,demo_coding_vs_intergenomic,HyenaDNA,6e-05,256,True,3,3,0,0.903493344783783,0.0024401146361376354,0.8070982694625854,0.004891765781436135,False
N/A,demo_coding_vs_intergenomic,Mamba-bpe,0.0001,128,True,3,3,0,0.8914400140444437,0.0011391216592425875,0.7835941513379415,0.00238694168221119,False
N/A,demo_coding_vs_intergenomic,Mamba-bpe,0.0001,256,True,3,3,0,0.8947999874750773,0.0014604090121102674,0.789762039979299,0.002730728734404925,False
N/A,demo_coding_vs_intergenomic,Mamba-bpe,1e-05,128,True,3,3,0,0.8956533471743265,0.0007800848152949246,0.7914899786313375,0.0013094987176188626,False
N/A,demo_coding_vs_intergenomic,Mamba-bpe,1e-05,256,True,13,13,0,0.8962184511698209,0.0011070186845393982,0.7925266944445096,0.0021802840936988037,True
N/A,demo_coding_vs_intergenomic,Mamba-bpe,5e-05,128,True,3,3,0,0.892413338025411,0.0032155265514743885,0.7853554884592692,0.0066772230386276206,False
N/A,demo_coding_vs_intergenomic,Mamba-bpe,5e-05,256,True,3,3,0,0.8952400088310242,0.0023999810218811035,0.7908743222554525,0.004773747683321181,False
N/A,demo_coding_vs_intergenomic,Mamba-char,0.01,128,True,3,3,0,0.6582133372624716,0.1504905752227432,0.33367034792900085,0.31249402542616367,False
N/A,demo_coding_vs_intergenomic,Mamba-char,0.01,256,True,3,3,0,0.7137333353360494,0.08287412118566487,0.43891796469688416,0.15973826960004459,False
N/A,demo_coding_vs_intergenomic,Mamba-char,0.001,128,True,3,3,0,0.9045333464940389,0.00040064393532847716,0.809129536151886,0.0008094547046891039,False
N/A,demo_coding_vs_intergenomic,Mamba-char,0.001,256,True,3,3,0,0.9053199887275696,0.0023963458212663117,0.8108468254407247,0.004700541909074767,False
N/A,demo_coding_vs_intergenomic,Mamba-char,0.002,128,True,3,3,0,0.8917333483695984,0.024338494889112924,0.7875560323397318,0.041657594042385386,False
N/A,demo_coding_vs_intergenomic,Mamba-char,0.002,256,True,13,13,0,0.8828430817677424,0.07562381127604544,0.7742074590462905,0.12151416148945836,True
N/A,demo_human_or_worm,CNN,0.001,64,False,5,5,0,0.9418559908866883,0.0009718342271053304,0.8838278889656067,0.002010589175747141,True
N/A,demo_human_or_worm,Caduceus,0.001,128,False,3,3,0,0.9711066683133444,0.000855418204792034,0.9422207077344259,0.0017145893772471568,False
N/A,demo_human_or_worm,Caduceus,0.001,256,False,3,3,0,0.9715733329455057,0.000522037668905623,0.9431835611661276,0.0010615712338811049,False
N/A,demo_human_or_worm,Caduceus,0.0001,128,False,3,3,0,0.9712933301925659,0.00038015549459888845,0.9426320791244507,0.0007133262233482374,False
N/A,demo_human_or_worm,Caduceus,0.0001,256,False,3,3,0,0.9679733514785767,0.0017386541847891144,0.9359781344731649,0.0034870213805247158,False
N/A,demo_human_or_worm,Caduceus,1e-05,128,False,3,3,0,0.9537199934323629,0.00048497899435104145,0.9076033234596252,0.0009132858341850482,False
N/A,demo_human_or_worm,Caduceus,1e-05,256,False,3,3,0,0.9468266765276591,0.00026025091850658867,0.8938666383425394,0.0005417360034106772,False
N/A,demo_human_or_worm,Caduceus,0.002,128,False,3,3,0,0.9636133313179016,0.005317208399331895,0.9273726344108582,0.010527480366855394,False
N/A,demo_human_or_worm,Caduceus,0.002,256,False,3,3,0,0.9707066615422567,0.000757190101232168,0.941413958867391,0.0015146033584300827,False
N/A,demo_human_or_worm,Caduceus,0.0005,128,False,10,10,0,0.9716920018196106,0.00048701306844363174,0.9434339344501496,0.0009890880463121062,False
N/A,demo_human_or_worm,Caduceus,0.0005,128,True,10,10,0,0.9717199981212616,0.0006986879472599633,0.9434739172458648,0.0013723136538410714,True
N/A,demo_human_or_worm,Caduceus,0.0005,256,False,3,3,0,0.9707733392715454,0.000650314561335959,0.9416878620783488,0.0010760902960519434,False
N/A,demo_human_or_worm,HyenaDNA,0.006,128,True,3,3,0,0.6600933273633321,0.03378024109133468,0.3475489020347595,0.08275379834893627,False
N/A,demo_human_or_worm,HyenaDNA,0.006,256,True,3,3,0,0.8584799965222677,0.014505100629796888,0.72492516040802,0.023197213268645357,False
N/A,demo_human_or_worm,HyenaDNA,0.0006,128,False,3,3,0,0.9628133177757263,0.00023438156141521928,0.9256425102551779,0.00046377249684552435,False
N/A,demo_human_or_worm,HyenaDNA,0.0006,128,True,3,3,0,0.9670133392016093,0.0014644440044680794,0.9340349833170573,0.002925404948966897,False
N/A,demo_human_or_worm,HyenaDNA,0.0006,256,False,3,3,0,0.9625866611798605,0.0004006697212147349,0.9252007802327474,0.0008227145977443566,False
N/A,demo_human_or_worm,HyenaDNA,0.0006,256,True,3,3,0,0.9667999943097433,0.0015574194301367667,0.9336104194323221,0.003104467037477146,False
N/A,demo_human_or_worm,HyenaDNA,6e-05,128,True,3,3,0,0.9648800094922384,0.002690708331951933,0.929847240447998,0.005304384766431718,False
N/A,demo_human_or_worm,HyenaDNA,6e-05,256,True,13,13,0,0.9643323054680457,0.0015541194650053438,0.9287103276986343,0.003091058027723269,True
N/A,demo_human_or_worm,Mamba-bpe,0.0001,128,True,3,3,0,0.9614666700363159,0.001325015807487136,0.9229902823766073,0.0026506349999000844,False
N/A,demo_human_or_worm,Mamba-bpe,0.0001,256,True,13,13,0,0.9613199967604417,0.0012796861149028073,0.9227598309516907,0.0024391406135631432,True
N/A,demo_human_or_worm,Mamba-bpe,1e-05,128,True,3,3,0,0.9596400062243143,0.0003463988190689317,0.9194471836090088,0.0005495745967952339,False
N/A,demo_human_or_worm,Mamba-bpe,1e-05,256,True,3,3,0,0.9601200024286906,0.0006437447895416564,0.9203265905380249,0.0013364040494042084,False
N/A,demo_human_or_worm,Mamba-bpe,5e-05,128,True,3,3,0,0.9612399935722351,0.001278112429738819,0.9226723710695902,0.0023325290837657307,False
N/A,demo_human_or_worm,Mamba-bpe,5e-05,256,True,3,3,0,0.9619999925295512,0.0007233207571543103,0.9240749875704447,0.0014288405011250527,False
N/A,demo_human_or_worm,Mamba-char,0.01,128,True,3,3,0,0.7464400132497152,0.1528011857308674,0.5425771574179331,0.25841283157859934,False
N/A,demo_human_or_worm,Mamba-char,0.01,256,True,3,3,0,0.892359991868337,0.015015868819924793,0.7862007220586141,0.02992551328764541,False
N/A,demo_human_or_worm,Mamba-char,0.001,128,True,13,13,0,0.9650707749220041,0.0043094114271418965,0.930260167672084,0.008557957949070846,True
N/A,demo_human_or_worm,Mamba-char,0.001,256,True,3,3,0,0.9631866812705994,0.006628571314426355,0.9265405535697937,0.012997429352421168,False
N/A,demo_human_or_worm,Mamba-char,0.002,128,True,3,3,0,0.7636133233706156,0.22978293822466656,0.5353052814801534,0.46555684166020905,False
N/A,demo_human_or_worm,Mamba-char,0.002,256,True,3,3,0,0.9463866750399271,0.011229562303934012,0.8934776981671652,0.021626915488971693,False
N/A,dummy_mouse_enhancers,CNN,0.001,64,False,5,5,0,0.7148760437965394,0.0321412192424317,0.4326347589492798,0.06430378870309288,True
N/A,dummy_mouse_enhancers,Caduceus,0.001,128,False,3,3,0,0.7699724435806274,0.037494918587766546,0.5440577367941538,0.07363343059666647,False
N/A,dummy_mouse_enhancers,Caduceus,0.001,256,False,3,3,0,0.7479338844617208,0.04545453190803854,0.5050933957099915,0.08967620796551955,False
N/A,dummy_mouse_enhancers,Caduceus,0.0001,128,False,3,3,0,0.6955922842025757,0.012624172297123634,0.40831875801086426,0.01498825518101319,False
N/A,dummy_mouse_enhancers,Caduceus,0.0001,256,False,3,3,0,0.5991735458374023,0.018011993627364255,0.2956126133600871,0.025343430856991395,False
N/A,dummy_mouse_enhancers,Caduceus,1e-05,128,False,3,3,0,0.5,0.0,0.0,0.0,False
N/A,dummy_mouse_enhancers,Caduceus,1e-05,256,False,3,3,0,0.5,0.0,0.0,0.0,False
N/A,dummy_mouse_enhancers,Caduceus,0.002,128,False,10,10,0,0.7793388485908508,0.020816676393292818,0.5668973475694656,0.045356516170992005,False
N/A,dummy_mouse_enhancers,Caduceus,0.002,128,True,10,10,0,0.7880165219306946,0.02098461861594159,0.5826332032680511,0.037655702663513556,True
N/A,dummy_mouse_enhancers,Caduceus,0.002,256,False,3,3,0,0.76308540503184,0.027513755342379535,0.5408989588419596,0.06784969561103474,False
N/A,dummy_mouse_enhancers,Caduceus,0.0005,128,False,3,3,0,0.7644628286361694,0.03719007968902588,0.5358545978864034,0.07865324293801472,False
N/A,dummy_mouse_enhancers,Caduceus,0.0005,256,False,3,3,0,0.7148760358492533,0.05959587860394043,0.4502665400505066,0.10190673877904942,False
N/A,dummy_mouse_enhancers,HyenaDNA,0.006,128,True,4,4,0,0.6797520816326141,0.022758552969357342,0.369219645857811,0.05307682968985845,False
N/A,dummy_mouse_enhancers,HyenaDNA,0.006,256,True,4,4,0,0.6756198406219482,0.029121726603128634,0.3529983311891555,0.058363692780480356,False
N/A,dummy_mouse_enhancers,HyenaDNA,0.0006,128,False,3,3,0,0.7589531540870667,0.04180162975417098,0.5299701591332754,0.06451976272180884,False
N/A,dummy_mouse_enhancers,HyenaDNA,0.0006,128,True,14,14,0,0.7954545404229846,0.026121955497106317,0.5951038130692073,0.048658089400209145,True
N/A,dummy_mouse_enhancers,HyenaDNA,0.0006,256,False,3,3,0,0.7617080012957255,0.02989328930714182,0.5319481392701467,0.05434612137481664,False
N/A,dummy_mouse_enhancers,HyenaDNA,0.0006,256,True,4,4,0,0.7685950398445129,0.027822309704803743,0.5435689687728882,0.05351716065821375,False
N/A,dummy_mouse_enhancers,HyenaDNA,6e-05,128,True,4,4,0,0.7623966932296753,0.025584251210846683,0.5293074399232864,0.047802191145623396,False
N/A,dummy_mouse_enhancers,HyenaDNA,6e-05,256,True,4,4,0,0.7355371862649918,0.028026151798337385,0.4810376390814781,0.04792550167167261,False
N/A,dummy_mouse_enhancers,Mamba-bpe,0.0001,128,True,3,3,0,0.7561983466148376,0.02066117525100708,0.5175052682558695,0.03574001688601834,False
N/A,dummy_mouse_enhancers,Mamba-bpe,0.0001,256,True,3,3,0,0.765840212504069,0.020798431106899544,0.5394708017508189,0.045168249972684316,False
N/A,dummy_mouse_enhancers,Mamba-bpe,1e-05,128,True,3,3,0,0.7272727092107137,0.0071572341732142495,0.4583039879798889,0.013080650538015546,False
N/A,dummy_mouse_enhancers,Mamba-bpe,1e-05,256,True,3,3,0,0.7410468459129333,0.012624172297123634,0.4857284029324849,0.020654804377045127,False
N/A,dummy_mouse_enhancers,Mamba-bpe,5e-05,128,True,3,3,0,0.7699724435806274,0.008601940841327782,0.5456421573956808,0.02145820306613912,False
N/A,dummy_mouse_enhancers,Mamba-bpe,5e-05,256,True,13,13,0,0.7749523199521579,0.018603869679075978,0.555425579731281,0.03248103974787459,True
N/A,dummy_mouse_enhancers,Mamba-char,0.01,128,True,3,3,0,0.6239669521649679,0.10743802556624821,0.28326216340065,0.24615804275617825,False
N/A,dummy_mouse_enhancers,Mamba-char,0.01,256,True,3,3,0,0.6294766068458557,0.06202937430544266,0.2710271825393041,0.13396562961964864,False
N/A,dummy_mouse_enhancers,Mamba-char,0.001,128,True,13,13,0,0.7848061048067533,0.01992214810966565,0.5702339640030494,0.039338656499040794,True
N/A,dummy_mouse_enhancers,Mamba-char,0.001,256,True,3,3,0,0.7190082669258118,0.02186570782212164,0.4489043951034546,0.033017915525019724,False
N/A,dummy_mouse_enhancers,Mamba-char,0.002,128,True,3,3,0,0.7809917132059733,0.018936261697377884,0.563502569993337,0.0366929146362688,False
N/A,dummy_mouse_enhancers,Mamba-char,0.002,256,True,3,3,0,0.7451790571212769,0.026885967430978118,0.4912210802237193,0.05420269096532019,False
N/A,enhancers,CNN,0.001,64,False,3,3,0,0.7447777589162191,0.010844001489423948,0.5012047588825226,0.013712178713740041,True
N/A,enhancers,Caduceus,0.01,128,False,2,1,1,0.6343333125114441,0.0,0.2771325707435608,0.0,False
N/A,enhancers,Caduceus,0.01,256,False,2,1,1,0.6420000195503235,0.0,0.3310590386390686,0.0,False
N/A,enhancers,Caduceus,0.001,128,False,10,3,7,0.740666667620341,0.012991472047322964,0.4947247902552287,0.012568228328413335,False
N/A,enhancers,Caduceus,0.001,128,True,10,10,0,0.7453333377838135,0.00820267434652252,0.5048767626285553,0.008304420885296494,True
N/A,enhancers,Caduceus,0.001,256,False,3,3,0,0.7338889042536417,0.007762674827802914,0.4879087209701538,0.015106947692344707,False
N/A,enhancers,Caduceus,0.0001,128,False,3,3,0,0.734000007311503,0.0052068525727467264,0.478058656056722,0.009190285732608884,False
N/A,enhancers,Caduceus,0.0001,256,False,3,3,0,0.7297777732213339,0.004476278183014641,0.47486113508542377,0.004607673494855593,False
N/A,enhancers,Caduceus,1e-05,128,False,3,3,0,0.7336666782697042,0.0012018542383964816,0.4766114850838979,0.002650378865395279,False
N/A,enhancers,Caduceus,1e-05,256,False,3,3,0,0.729111115137736,0.0022194534206193667,0.4692095120747884,0.004964485020617967,False
N/A,enhancers,Caduceus,0.002,128,False,3,1,2,0.7149999737739563,0.0,0.4320766031742096,0.0,False
N/A,enhancers,Caduceus,0.002,256,False,3,1,2,0.7379999756813049,0.0,0.4783262610435486,0.0,False
N/A,enhancers,Caduceus,0.008,128,False,3,3,0,0.55522221326828,0.10505676149681803,0.0746621812383334,0.2723489284763899,False
N/A,enhancers,Caduceus,0.008,256,False,3,3,0,0.5509999791781107,0.06946222234989347,0.1367493489136298,0.13276128121972555,False
N/A,enhancers,HyenaDNA,0.0002,128,False,3,3,0,0.7522222201029459,0.004246989426388365,0.5111981332302094,0.012952180301191238,False
N/A,enhancers,HyenaDNA,0.0002,128,True,11,11,0,0.7372727231545881,0.008552865285346418,0.4881853542544625,0.013741296205397486,False
N/A,enhancers,HyenaDNA,0.0002,256,False,3,3,0,0.7437777717908224,0.002834970453198355,0.5088321566581726,0.009683958366220814,False
N/A,enhancers,HyenaDNA,0.0002,256,True,13,13,0,0.739794868689317,0.004406509981339109,0.4918160278063554,0.01083058078467929,True
N/A,enhancers,HyenaDNA,0.006,128,True,3,3,0,0.6345555583635966,0.019294000565930697,0.26922717193762463,0.036492462403110326,False
N/A,enhancers,HyenaDNA,0.006,256,True,3,3,0,0.6464444398880005,0.019091389122274184,0.3040528297424316,0.03772567644414327,False
N/A,enhancers,HyenaDNA,0.0006,128,False,3,3,0,0.7420000036557516,0.002000004053189873,0.49140073855717975,0.007575558182292105,False
