task,model,best_lr,best_epoch,mcc_mean,mcc_std,accuracy_mean,accuracy_std,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,replicate_count,source_files,same_source_file,num_source_files
human_enhancers_cohn,NTv2,0.0001,4.0,0.36767672883379104,0.024756396006935535,0.6818018253786516,0.012017947789078127,0.6806965383610675,0.012273090097854131,0.6853151952930836,0.012727304053942661,0.6823870435719187,0.012257195788127773,11,"combined_results_repeated_07.21.2025.csv, combined_results_orig_07.21.2025.csv",False,2
human_enhancers_ensembl,DNABERT,3e-05,4.0,0.6092223490382617,0.006048039879647297,0.8044368380263498,0.0032837103684685014,0.8043487448901534,0.0034143211761650297,0.8048352824272993,0.0027294137338212594,0.8043878566048045,0.0033539006467964067,10,anisa_finetune_results_with_lr_06.11.2025.csv,True,1
human_enhancers_ensembl,DNABERT2,3e-05,6.0,0.8052164862572928,0.006648809468941556,0.9024993541720485,0.0034050441289477378,0.9024873042387016,0.0034150838187021085,0.9027001010820215,0.0032482188107815237,0.902516432951155,0.003402315870469165,10,combined_results_repeated_07.21.2025.csv,True,1
human_enhancers_ensembl,GPT,0.0001,4.0,0.6308777461811584,0.06366748384060383,0.8146581417377078,0.032996977946846175,0.8143791430579223,0.03341911341566624,0.816163361405967,0.030851563064705146,0.814723332558576,0.03284233302605504,6,"combined_results_repeated_07.21.2025.csv, combined_results_orig_07.21.2025.csv",False,2
human_enhancers_ensembl,NTv2,0.0001,4.0,0.6690348520669346,0.08429979588322291,0.8344189393659815,0.042140796405254165,0.8343774677411064,0.04212806800595916,0.8346594062393742,0.04219369072268595,0.8343755570800706,0.04210660675645405,7,"combined_results_repeated_07.21.2025.csv, combined_results_orig_07.21.2025.csv",False,2
human_ensembl_regulatory,DNABERT,3e-05,4.0,0.4450646652051284,0.0022089364637471612,0.7709402892133121,0.0008358086247036153,0.7040033543486959,0.0025876447019948664,0.762182606658764,0.0036317443262271288,0.6889050823898348,0.002738640075345063,5,dnabert1_bridges_gb_anisa_replicates.csv,True,1
human_ensembl_regulatory,DNABERT2,3e-05,4.0,0.44726071081152474,0.011644485708448957,0.7714073202795267,0.004312523291307672,0.7046371797793226,0.013010248485760803,0.7637796891339119,0.010514568265056848,0.6900033901368927,0.012417116208163218,10,anisa_finetune_results_with_lr_06.11.2025.csv,True,1
human_ensembl_regulatory,GPT,0.0001,1.0,0.7299571163859175,0.0182618767001722,0.8833460181277243,0.007913388183717207,0.863464024719978,0.009033563581377756,0.8767801800145857,0.01065188510923285,0.8535659949404475,0.008749465096294162,3,combined_results_orig_07.21.2025.csv,True,1
human_ensembl_regulatory,NTv2,0.0001,4.0,0.8557423046311691,0.005483712738422612,0.937002698401716,0.0021781050631284665,0.9272904065831611,0.0032143911778199064,0.9348204060464697,0.0030865447579095486,0.9210724720507173,0.00746492294634867,3,combined_results_orig_07.21.2025.csv,True,1
human_nontata_promoters,DNABERT,3e-05,4.0,0.586155243164007,0.006185104524636922,0.7844450595073347,0.005612528914757427,0.7842617111318138,0.0057777647310669,0.7939026494408069,0.004057213208791125,0.7922687066624604,0.0035790130679531035,5,dnabert1_bridges_gb_anisa_replicates.csv,True,1
human_nontata_promoters,DNABERT2,3e-05,10.0,0.9198657591323156,0.010685861633516995,0.9599225020758372,0.005296527218255263,0.9596586978997189,0.005334014431182001,0.9588170172325208,0.005292482220118491,0.961051853501333,0.0054354373340246755,5,combined_results_orig_07.21.2025.csv,True,1
human_nontata_promoters,GPT,0.0001,4.0,0.7033779182051163,0.014995614080129222,0.8469415997785774,0.007156204524687492,0.8468499665557875,0.0071674537367611485,0.8506475743987562,0.00760746413301171,0.852733860342556,0.007410265226410137,5,"combined_results_repeated_07.21.2025.csv, combined_results_orig_07.21.2025.csv",False,2
human_nontata_promoters,NTv2,0.0001,4.0,0.6730340066087993,0.052922533596742566,0.8341821201217824,0.026597436232918912,0.833752066060884,0.026691660836591424,0.8353856024435418,0.026258425414397896,0.8376528605095659,0.026672937531810655,10,"combined_results_repeated_07.21.2025.csv, combined_results_orig_07.21.2025.csv",False,2
human_ocr_ensembl,DNABERT,3e-05,4.0,0.26258412707064444,0.00328952440830008,0.6309109636072329,0.0016495895461278625,0.6307342140619754,0.0016803574494000453,0.6314615848626715,0.0016513090727887357,0.631122875930493,0.0016483206661429548,10,anisa_finetune_results_with_lr_06.11.2025.csv,True,1
human_ocr_ensembl,DNABERT2,3e-05,6.0,0.6246729958780994,0.007003963604590206,0.8115637954273798,0.002996814576657969,0.8114038489604506,0.002952422392669588,0.8129431495047084,0.003912368125889196,0.8117320846395966,0.003161399945323501,9,combined_results_repeated_07.21.2025.csv,True,1
human_ocr_ensembl,GPT,0.0001,4.0,0.26982874157213427,0.15409243245439824,0.63354505226215,0.07766268763320724,0.6304687427637635,0.08030390857693052,0.636216232263159,0.07622127183656369,0.6336530452267342,0.07785290905909162,6,"combined_results_repeated_07.21.2025.csv, combined_results_orig_07.21.2025.csv",False,2
